node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
28,4,602.758930685969,121.256837578392,30.176687595304,119.32402079687,27.8933249808253,602.758930685969,0,1409.27942547841,2012.03835616438,SC2_KF294457.1,main,main
28,29,136.195739591566,121.256837578392,30.176687595304,112.953882476117,19.441600195196,136.195739591566,0,1409.27942547841,1545.47516506998,NA,main,main
29,30,53.6568149278109,112.953882476117,19.441600195196,113.394827750762,19.4719621597082,189.852554519377,136.195739591566,1545.47516506998,1599.13197999779,NA,main,main
30,35,161.991706590912,113.394827750762,19.4719621597082,105.901412760866,15.041244385086,351.844261110289,189.852554519377,1599.13197999779,1761.1236865887,NA,main,main
35,36,61.1717012287031,105.901412760866,15.041244385086,106.8327470047,14.6047601902298,413.015962338992,351.844261110289,1761.1236865887,1822.29538781741,NA,main,main
36,37,48.4552451147182,106.8327470047,14.6047601902298,106.793672473615,14.537784751009,461.471207453711,413.015962338992,1822.29538781741,1870.75063293213,NA,main,main
36,49,91.3294097791997,106.8327470047,14.6047601902298,103.487417012463,14.3039577927968,504.345372118192,413.015962338992,1822.29538781741,1913.62479759661,NA,main,main
35,50,168.323148927061,105.901412760866,15.041244385086,114.293944801927,26.8016713917094,520.16741003735,351.844261110289,1761.1236865887,1929.44683551576,NA,main,main
37,39,62.5580752956351,106.793672473615,14.537784751009,101.475813060829,23.0024710595211,524.029282749346,461.471207453711,1870.75063293213,1933.30870822776,NA,main,main
39,40,3.80489649172424,101.475813060829,23.0024710595211,101.583683777298,23.3253991174821,527.83417924107,524.029282749346,1933.30870822776,1937.11360471948,NA,main,main
40,42,19.6667783928427,101.583683777298,23.3253991174821,101.399506295519,23.4392240639845,547.500957633913,527.83417924107,1937.11360471948,1956.78038311233,NA,main,main
42,44,5.17993330549108,101.399506295519,23.4392240639845,101.825423740088,18.7153826522127,552.680890939404,547.500957633913,1956.78038311233,1961.96031641782,NA,main,main
40,41,32.1064250383838,101.583683777298,23.3253991174821,100.664262307408,22.8415707810374,559.940604279454,527.83417924107,1937.11360471948,1969.22002975787,NA,main,main
50,53,57.7889063056219,114.293944801927,26.8016713917094,122.179673356618,29.396054271782,577.956316342972,520.16741003735,1929.44683551576,1987.23574182139,NA,main,main
44,45,30.0379062626398,101.825423740088,18.7153826522127,101.741797185461,18.6072165953312,582.718797202044,552.680890939404,1961.96031641782,1991.99822268046,NA,main,main
42,43,39.0762028433317,101.399506295519,23.4392240639845,101.748816195374,21.8345629030643,586.577160477244,547.500957633913,1956.78038311233,1995.85658595566,NA,main,main
50,51,71.3202227936159,114.293944801927,26.8016713917094,112.704388128017,27.6368574069809,591.487632830966,520.16741003735,1929.44683551576,2000.76705830938,NA,main,main
45,46,11.0145650916695,101.741797185461,18.6072165953312,101.757649977885,18.7551394981139,593.733362293713,582.718797202044,1991.99822268046,2003.01278777213,NA,main,main
46,47,6.18979733108625,101.757649977885,18.7551394981139,101.979848270678,18.6712670319865,599.923159624799,593.733362293713,2003.01278777213,2009.20258510321,NA,main,main
37,38,138.792669887284,106.793672473615,14.537784751009,106.410230282315,13.6883956123694,600.263877340995,461.471207453711,1870.75063293213,2009.54330281941,NA,main,main
47,48,0.500599874126797,101.979848270678,18.6712670319865,101.964182738431,18.7305918150386,600.423759498926,599.923159624799,2009.20258510321,2009.70318497734,NA,main,main
38,9,1.42382046826165,106.410230282315,13.6883956123694,106.408330916625,13.6951019077039,601.687697809256,600.263877340995,2009.54330281941,2010.96712328767,SC2_EPI_ISL_852605,main,main
38,3,1.42382046826165,106.410230282315,13.6883956123694,106.106795915465,13.6693760890586,601.687697809256,600.263877340995,2009.54330281941,2010.96712328767,SC2_EPI_ISL_852604,main,main
29,21,467.563191094402,112.953882476117,19.441600195196,141.569850693974,39.5175189637986,603.758930685969,136.195739591566,1545.47516506998,2013.03835616438,SC2_LC556375.1,main,main
39,17,80.288552046212,101.475813060829,23.0024710595211,101.354109732934,23.2716216172941,604.317834795558,524.029282749346,1933.30870822776,2013.59726027397,SC2_MN996532.2,main,main
53,26,28.2985047539558,122.179673356618,29.396054271782,122.305166797589,29.8430067507454,606.254821096928,577.956316342972,1987.23574182139,2015.53424657534,SC2_MG772934.1,main,main
51,52,15.6984595295525,112.704388128017,27.6368574069809,112.179733805696,26.576036619382,607.186092360518,591.487632830966,2000.76705830938,2016.46551783893,NA,main,main
53,22,29.887545849846,122.179673356618,29.396054271782,122.268743398902,29.8795862874189,607.843862192818,577.956316342972,1987.23574182139,2017.12328767123,SC2_MG772933.1,main,main
41,16,49.399148324323,100.664262307408,22.8415707810374,100.59330915717,22.2713727658386,609.339752603777,559.940604279454,1969.22002975787,2018.61917808219,SC2_MW703458.1,main,main
43,6,23.6612222635189,101.748816195374,21.8345629030643,101.723941920319,21.7071076892711,610.238382740763,586.577160477244,1995.85658595566,2019.51780821918,SC2_EPI_ISL_412977,main,main
43,14,24.5779450721123,101.748816195374,21.8345629030643,101.65197204872,21.4900039848871,611.155105549357,586.577160477244,1995.85658595566,2020.43453102777,SC2_MZ081381.1,main,main
49,25,106.878039442093,103.487417012463,14.3039577927968,101.005789151793,13.7369209548532,611.223411560286,504.345372118192,1913.62479759661,2020.5028370387,SC2_MW251308.1,main,main
45,23,28.5483302052364,101.741797185461,18.6072165953312,102.311319813044,18.777669848601,611.26712740728,582.718797202044,1991.99822268046,2020.54655288569,SC2_MZ937000.1,main,main
