node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
32,34,36.39822562,110.110021592783,28.083159244819,101.295880590558,22.8611605152892,9853.91939155,9817.52116593,1975.15216123685,2011.55038685685,NA
47,49,28.70065664,102.162390820566,18.6515317640671,102.269559089851,18.6850196546998,9860.29842666,9831.59777002,1989.22876532685,2017.92942196685,NA
47,48,30.6032171,102.162390820566,18.6515317640671,102.01870827068,18.5227324507776,9862.20098712,9831.59777002,1989.22876532685,2019.83198242685,NA
34,3,8.790198703,101.295880590558,22.8611605152892,101.432987017587,22.8669734891251,9862.709590253,9853.91939155,2011.55038685685,2020.34058555985,SC2_MW703458.1
34,4,8.790198703,101.295880590558,22.8611605152892,101.159388894414,22.7509546310846,9862.709590253,9853.91939155,2011.55038685685,2020.34058555985,SC2_OK017806.1
52,16,37.31587267,114.388351729866,31.0768771475248,114.26691366506,30.8937804617,9862.70959111,9825.39371844,1983.02471374685,2020.34058641685,SC2_MN908947.3
52,17,37.31587267,114.388351729866,31.0768771475248,101.375967757695,23.4841503528042,9862.70959111,9825.39371844,1983.02471374685,2020.34058641685,SC2_MN996532.2
51,23,32.57407089,101.626079623899,21.5276400091384,101.327154613563,21.5568768936155,9862.70959111,9830.13552022,1987.76651552685,2020.34058641685,SC2_EPI_ISL_412977
51,24,32.57407089,101.626079623899,21.5276400091384,101.752431028302,21.5518437490011,9862.70959111,9830.13552022,1987.76651552685,2020.34058641685,SC2_MZ081381.1
48,18,0.5086039914,102.01870827068,18.5227324507776,101.909941245497,18.4867597178122,9862.7095911114,9862.20098712,2019.83198242685,2020.34058641825,SC2_MZ937004.1
48,19,0.5086039914,102.01870827068,18.5227324507776,102.09656638031,18.535066005719,9862.7095911114,9862.20098712,2019.83198242685,2020.34058641825,SC2_MZ937002.1
49,20,2.411164452,102.269559089851,18.6850196546998,102.311826106093,18.7358276226781,9862.709591112,9860.29842666,2017.92942196685,2020.34058641885,SC2_MZ937001.1
49,50,2.4111644524,102.269559089851,18.6850196546998,102.097884344637,18.5424719906956,9863.220415149,9860.29842666,2017.92942196685,2020.34058641925,NA
32,33,45.1884243246,110.110021592783,28.083159244819,110.673700036115,29.3444877884604,9863.23254494,9817.52116593,1975.15216123685,2020.34058556145,NA
