node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
30,31,255.402657083019,111.42136430622,27.2371744114709,111.209753546404,26.4501460784916,255.402657083019,0,1167.32963185274,1422.73228893576,NA
31,32,153.108022886744,111.209753546404,26.4501460784916,110.580818905714,27.3305483808424,408.510679969763,255.402657083019,1422.73228893576,1575.84031182251,NA
32,33,269.226738563603,110.580818905714,27.3305483808424,112.496274336491,27.4994846008097,677.737418533366,408.510679969763,1575.84031182251,1845.06705038611,NA
33,34,5.97223893427673,112.496274336491,27.4994846008097,112.788185294184,27.7240642737437,683.709657467643,677.737418533366,1845.06705038611,1851.03928932039,NA
34,39,72.4535332713325,112.788185294184,27.7240642737437,104.296735023614,22.8404247697558,756.163190738976,683.709657467643,1851.03928932039,1923.49282259172,NA
34,35,90.1512447858914,112.788185294184,27.7240642737437,112.325803705398,28.1900527064325,773.860902253534,683.709657467643,1851.03928932039,1941.19053410628,NA
39,41,21.7025658230496,104.296735023614,22.8404247697558,103.148373353387,21.8907002545905,777.865756562025,756.163190738976,1923.49282259172,1945.19538841477,NA
35,36,8.17178401172141,112.325803705398,28.1900527064325,111.595616658162,27.9110401004246,782.032686265256,773.860902253534,1941.19053410628,1949.362318118,NA
39,40,34.7663851059685,104.296735023614,22.8404247697558,101.337788281632,23.281453189553,790.929575844944,756.163190738976,1923.49282259172,1958.25920769769,NA
41,42,19.1607265287502,103.148373353387,21.8907002545905,102.085619496408,21.3743785625887,797.026483090775,777.865756562025,1945.19538841477,1964.35611494352,NA
42,43,12.8272016435604,102.085619496408,21.3743785625887,101.728317218053,21.3251835045769,809.853684734336,797.026483090775,1964.35611494352,1977.18331658708,NA
43,44,0.0562333762899812,101.728317218053,21.3251835045769,101.726991913502,21.3279545526139,809.909918110626,809.853684734336,1977.18331658708,1977.23954996337,NA
43,46,2.51194888644405,101.728317218053,21.3251835045769,102.513941481859,21.8480569151529,812.36563362078,809.853684734336,1977.18331658708,1979.69526547352,NA
42,51,23.7062512731505,102.085619496408,21.3743785625887,102.155768481569,21.9976037408515,820.732734363926,797.026483090775,1964.35611494352,1988.06236621667,NA
46,47,17.0046514626364,102.513941481859,21.8480569151529,102.907206757527,18.8903112781666,829.370285083416,812.36563362078,1979.69526547352,1996.69991693616,NA
36,37,56.2672213305725,111.595616658162,27.9110401004246,122.403840007039,30.1531269137761,838.299907595828,782.032686265256,1949.362318118,2005.62953944857,NA
51,52,20.4315985480128,102.155768481569,21.9976037408515,106.585817592512,26.5339809367151,841.164332911939,820.732734363926,1988.06236621667,2008.49396476468,NA
44,45,33.1936674630622,101.726991913502,21.3279545526139,106.094405995737,13.751488656286,843.103585573688,809.909918110626,1977.23954996337,2010.43321742643,NA
45,22,0.533905861239107,106.094405995737,13.751488656286,106.192497946062,13.6395377315402,843.637491434927,843.103585573688,2010.43321742643,2010.96712328767,SC2_EPI_ISL_852605
45,29,0.533905861239107,106.094405995737,13.751488656286,106.031000743122,13.7439800186602,843.637491434927,843.103585573688,2010.43321742643,2010.96712328767,SC2_EPI_ISL_852604
30,26,844.70872431164,111.42136430622,27.2371744114709,119.115547087713,28.2161267544965,844.70872431164,0,1167.32963185274,2012.03835616438,SC2_KF294457.1
31,7,590.30606722862,111.209753546404,26.4501460784916,141.318304593172,39.5824897000434,845.70872431164,255.402657083019,1422.73228893576,2013.03835616438,SC2_LC556375.1
40,13,55.3380525762846,101.337788281632,23.281453189553,101.527979601137,23.0860223012983,846.267628421229,790.929575844944,1958.25920769769,2013.59726027397,SC2_MN996532.2
52,53,5.24375205499171,106.585817592512,26.5339809367151,110.229587655293,29.1130196368191,846.40808496693,841.164332911939,2008.49396476468,2013.73771681967,NA
37,11,9.90470712677017,122.403840007039,30.1531269137761,122.230178990018,30.0606303520124,848.204614722599,838.299907595828,2005.62953944857,2015.53424657534,SC2_MG772934.1
32,54,440.071278825754,110.580818905714,27.3305483808424,-11.8424328594705,-17.29072204827,848.581958795517,408.510679969763,1575.84031182251,2015.91159064826,NA
54,55,0.106569418994059,-11.8424328594705,-17.29072204827,-12.0139006741928,-17.3855918108086,848.688528214511,848.581958795517,2015.91159064826,2016.01816006725,NA
54,56,0.137636486094892,-11.8424328594705,-17.29072204827,-11.830866336584,-17.2883579788199,848.719595281612,848.581958795517,2015.91159064826,2016.04922713436,NA
56,57,0.373539947580324,-11.830866336584,-17.2883579788199,-11.83536957136,-17.1649732054459,849.093135229192,848.719595281612,2016.04922713436,2016.42276708194,NA
55,9,1.0201960971284,-12.0139006741928,-17.3855918108086,-12.2552324037227,-17.3409000143934,849.70872431164,848.688528214511,2016.01816006725,2017.03835616438,SC2_MT040336.1
55,14,1.0201960971284,-12.0139006741928,-17.3855918108086,-12.0013549115562,-17.6186320489818,849.70872431164,848.688528214511,2016.01816006725,2017.03835616438,SC2_MT040334.1
56,10,0.989129030027569,-11.830866336584,-17.2883579788199,-12.1120982430436,-17.5762550872498,849.70872431164,848.719595281612,2016.04922713436,2017.03835616438,SC2_MT040333.1
57,25,0.615589082447245,-11.83536957136,-17.1649732054459,-11.8351874416599,-17.1446378557337,849.70872431164,849.093135229192,2016.42276708194,2017.03835616438,SC2_MT040335.1
37,15,11.4937482226604,122.403840007039,30.1531269137761,122.327630347596,30.0519729297421,849.793655818489,838.299907595828,2005.62953944857,2017.12328767123,SC2_MG772933.1
47,48,20.725442170871,102.907206757527,18.8903112781666,102.33894379983,18.7404988374055,850.095727254287,829.370285083416,1996.69991693616,2017.42535910703,NA
