mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
33.81486045782	10.3362645669424	2.37851221245787	1353.32910476511	1111.62077835667	4.4425591633008
31.7074476080908	11.0210688775751	2.61968342418338	1169.54584017689	1108.06991036346	5.97267805962139
38.0533008418288	10.1000608171855	3.14549732684362	1230.22540320144	1040.26515456874	5.12016939800153
43.9645309810659	11.0522373870921	2.28854486602772	2718.92311363086	1227.68672972761	8.47102182152793
34.9400340488226	10.616168417527	2.46835066311719	1677.69161200352	1242.09093696722	6.04135653506351
35.0794207922078	9.99632850134895	3.01235736566743	826.068130397541	1050.39048008243	3.8436546344741
32.561142567352	10.4727674421365	2.43400043073756	1373.81682272173	1221.53566482218	5.93314553437066
33.3046652167963	9.91117260592928	4.36602342930524	1077.74832595714	1012.37998246864	4.94012212552547
20.6843635462999	9.6943176335982	1.85384286892606	963.659002659614	1030.8616981947	5.42595764859218
23.2523681716208	9.64742124446035	1.62828596642827	865.19541589234	842.691344643191	4.81727265803216
30.1210809921629	10.7238904716552	1.71276227210223	1001.54689479372	1097.38038489585	3.84406076986203
36.8007189709822	12.6916321294249	3.3463544779933	1739.5150449898	1730.27620972521	4.87329452546186
31.6687578599826	10.1555663502322	2.76527383407761	1684.95450639054	1227.96914458201	7.10302797227347
26.690912806333	10.4959072356024	1.86858648356725	1237.65309922914	1170.66526259633	5.0413031615363
39.9969683440764	11.0384897503624	2.63747519520016	1263.49199978675	1246.81605160367	4.26535697118421
30.6472844536802	11.9650325980775	2.15468748014709	1158.18150987938	1512.40103734368	4.40585652389406
38.0593322487807	10.5066546057745	4.36990462423107	1112.28750273006	1120.50139349418	4.65991724508002
33.5331112752549	11.7299047190013	3.12699805696733	983.240933653254	1417.87003142196	5.21028970514339
37.2624859632245	11.1894529079746	2.9658622747566	1282.38303221335	1181.15135655418	4.18614767214492
36.8044857021014	11.6633130196556	1.97667690309754	1264.74580046716	1212.93371728037	4.82653435923976
48.4019404222911	11.5519594542548	3.49472399769621	1297.45511109966	1209.82545580697	4.06183912444038
34.229146314123	10.7934194912475	2.44511125959531	1017.29442729424	1061.66244864932	4.04278268323253
31.525143606836	11.7361469226211	2.21547190795117	1485.26544806267	1199.39313853893	5.13245743021176
48.9550218098023	12.0674856966111	5.1782372569662	1260.15632453884	1332.43490335389	3.92053263662272
28.7147693191858	11.3799170035044	1.85682881533591	1209.69730099052	1235.42967911137	5.79954801233834
