node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade,distance,dispersal_velocity
41,42,651.133727999669,115.351900814794,29.1848223619674,140.220629218505,34.9642413600059,651.133727999669,0.0,1320.6398440087,1971.77357200836,,main,main,2426.7269123833967,3.7269255270165185
41,45,399.815017082872,115.351900814794,29.1848223619674,112.466658777568,24.8941486102089,399.815017082872,0.0,1320.6398440087,1720.45486109157,,main,main,554.8971295943662,1.387884661369159
45,46,58.8399392855184,112.466658777568,24.8941486102089,115.475540731542,29.1743265891634,458.65495636839,399.815017082872,1720.45486109157,1779.29480037709,,main,main,560.3412601606641,9.523144771472843
45,52,117.847860845087,112.466658777568,24.8941486102089,112.407805498533,25.2688846793281,517.662877927959,399.815017082872,1720.45486109157,1838.30272193665,,main,main,41.93350682543117,0.3558274755665991
52,59,30.3268210975695,112.407805498533,25.2688846793281,111.760896034052,25.4376650552778,547.989699025529,517.662877927959,1838.30272193665,1868.62954303422,,main,main,67.74860231566608,2.233950010708366
46,51,99.2937036819226,115.475540731542,29.1743265891634,114.32981800326,27.3195119750685,557.948660050313,458.65495636839,1779.29480037709,1878.58850405901,,main,main,234.2941224126624,2.3596070417838386
59,60,49.9091760147666,111.760896034052,25.4376650552778,109.004301326131,25.6584578893004,597.898875040295,547.989699025529,1868.62954303422,1918.53871904899,,main,main,278.10384391597813,5.572198664103285
60,61,10.7223129917032,109.004301326131,25.6584578893004,108.415698059357,24.1368821665956,608.621188031998,597.898875040295,1918.53871904899,1929.26103204069,,main,main,178.7296708195328,16.668947358450712
60,62,11.971637949549,109.004301326131,25.6584578893004,102.623316307577,23.9762003662792,609.870512989844,597.898875040295,1918.53871904899,1930.51035699854,,main,main,671.3913244622249,56.08182667163918
52,53,107.804230084861,112.407805498533,25.2688846793281,112.500757180314,27.1258392615305,625.46710801282,517.662877927959,1838.30272193665,1946.10695202152,,main,main,205.94364286942434,1.910348440940678
62,71,25.5527137272929,102.623316307577,23.9762003662792,102.451972502014,23.4599518047697,635.423226717137,609.870512989844,1930.51035699854,1956.06307072583,,main,main,59.786713523521,2.3397402781397227
71,72,10.5421705997051,102.451972502014,23.4599518047697,102.055994856577,23.1187111029276,645.965397316842,635.423226717137,1956.06307072583,1966.60524132554,,main,main,55.40067565256786,5.255148845164544
53,55,22.6741556403237,112.500757180314,27.1258392615305,112.133802723725,27.7455983537786,648.141263653144,625.46710801282,1946.10695202152,1968.78110766184,,main,main,77.66993128979611,3.4254828502485872
62,63,40.9778196902258,102.623316307577,23.9762003662792,101.736232558466,22.3451626797784,650.84833268007,609.870512989844,1930.51035699854,1971.48817668876,,main,main,202.18401082886956,4.933986540945597
55,56,3.33737211581226,112.133802723725,27.7455983537786,112.398261262925,28.266183591033,651.478635768956,648.141263653144,1968.78110766184,1972.11847977765,,main,main,63.283716297162236,18.962139701871408
53,54,27.4385478616307,112.500757180314,27.1258392615305,101.157907234905,22.9674179589633,652.905655874451,625.46710801282,1946.10695202152,1973.54549988315,,main,main,1233.1457273510525,44.942091453587786
72,73,7.53220624532472,102.055994856577,23.1187111029276,102.818000890473,22.6351102409434,653.497603562167,645.965397316842,1966.60524132554,1974.13744757086,,main,main,94.77495196041507,12.582628365924311
63,64,2.93201579146788,101.736232558466,22.3451626797784,101.768868808132,22.3595489637432,653.780348471538,650.84833268007,1971.48817668876,1974.42019248023,,main,main,3.720065755646059,1.268774120000101
64,65,13.7130781187312,101.768868808132,22.3595489637432,103.039245175988,23.4259696261406,667.493426590269,653.780348471538,1974.42019248023,1988.13327059896,,main,main,175.88659853952987,12.826193872496056
73,74,15.2372953812012,102.818000890473,22.6351102409434,101.97282228241,18.4877750156448,668.734898943368,653.497603562167,1974.13744757086,1989.37474295206,,main,main,467.5343700342496,30.683553631903965
42,44,18.5594162970455,140.220629218505,34.9642413600059,140.025709862566,35.2969170545325,669.693144296714,651.133727999669,1971.77357200836,1990.33298830541,,main,main,40.96112691209516,2.207026678884067
42,43,23.3273452159546,140.220629218505,34.9642413600059,140.941923032613,35.8225045746977,674.461073215623,651.133727999669,1971.77357200836,1995.10091722432,,main,main,115.59034152188393,4.955143435817402
74,75,9.6944640074647,101.97282228241,18.4877750156448,102.362060025314,18.7165871775199,678.429362950833,668.734898943368,1989.37474295206,1999.06920695953,,main,main,48.25974421062631,4.978072451810279
64,66,31.4844611360795,101.768868808132,22.3595489637432,107.499082886097,15.6889399002851,685.264809607617,653.780348471538,1974.42019248023,2005.90465361631,,main,main,953.1813768841992,30.274660657663425
66,70,4.05529112078589,107.499082886097,15.6889399002851,106.330270146304,13.5663703523115,689.320100728403,685.264809607617,2005.90465361631,2009.9599447371,,main,main,266.4761054869109,65.71072151171961
70,33,0.968822386189524,106.330270146304,13.5663703523115,106.274300040249,13.5432788798226,690.288923114593,689.320100728403,2009.9599447371,2010.92876712329,SC2_EPI_ISL_852604,main,main,6.574771487680234,6.786353805819323
70,34,0.968822386189524,106.330270146304,13.5663703523115,106.378666403439,13.5480488164186,690.288923114593,689.320100728403,2009.9599447371,2010.92876712329,SC2_EPI_ISL_852605,main,main,5.616806304110913,5.797560403411381
51,11,133.411495940992,114.32981800326,27.3195119750685,119.161185520695,28.1149668665876,691.360155991305,557.948660050313,1878.58850405901,2012.0,SC2_KF294457.1,main,main,484.50556624961473,3.631662795115586
