node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,host
141,142,447.3580878,109.151644986047,24.6755228997507,110.60965565985,25.8231278221571,447.3580878,0,1321.39715609534,1768.75524389534,NA,NA
141,270,180.4762374,109.151644986047,24.6755228997507,108.731091495506,24.4366991493879,180.4762374,0,1321.39715609534,1501.87339349534,NA,NA
270,271,304.0095831,108.731091495506,24.4366991493879,105.090432879149,21.9269005579571,484.4858205,180.4762374,1501.87339349534,1805.88297659534,NA,NA
142,143,90.18489307,110.60965565985,25.8231278221571,111.236319889634,27.0717374511215,537.54298087,447.3580878,1768.75524389534,1858.94013696534,NA,NA
143,144,56.92598158,111.236319889634,27.0717374511215,111.20676509077,29.1596795806128,594.46896245,537.54298087,1858.94013696534,1915.86611854534,NA,NA
142,246,167.3503204,110.60965565985,25.8231278221571,114.383573760768,24.7458265528751,614.7084082,447.3580878,1768.75524389534,1936.10556429534,NA,NA
143,168,87.16958547,111.236319889634,27.0717374511215,108.44871489683,25.9648130498601,624.71256634,537.54298087,1858.94013696534,1946.10972243534,NA,NA
144,145,40.33569042,111.20676509077,29.1596795806128,111.868256676864,29.4200342818076,634.80465287,594.46896245,1915.86611854534,1956.20180896534,NA,NA
271,272,156.0799744,105.090432879149,21.9269005579571,102.195056063633,20.1313691324202,640.5657949,484.4858205,1805.88297659534,1961.96295099534,NA,NA
168,169,22.10284445,108.44871489683,25.9648130498601,108.473106364693,25.84221579918,646.81541079,624.71256634,1946.10972243534,1968.21256688534,NA,NA
145,146,19.51748689,111.868256676864,29.4200342818076,111.946734020434,29.0927157138398,654.32213976,634.80465287,1956.20180896534,1975.71929585534,NA,NA
246,247,47.11919841,114.383573760768,24.7458265528751,115.367358940391,24.8625117633279,661.82760661,614.7084082,1936.10556429534,1983.22476270534,NA,NA
169,170,21.68937325,108.473106364693,25.84221579918,108.910960288393,25.9541383565587,668.50478404,646.81541079,1968.21256688534,1989.90194013534,NA,NA
146,148,14.36379959,111.946734020434,29.0927157138398,112.287101984478,29.2450911561859,668.68593935,654.32213976,1975.71929585534,1990.08309544534,NA,NA
247,248,7.790312306,115.367358940391,24.8625117633279,115.739538868259,25.0334373301584,669.617918916,661.82760661,1983.22476270534,1991.01507501134,NA,NA
170,173,2.339723544,108.910960288393,25.9541383565587,108.746054628009,25.5340753622481,670.844507584,668.50478404,1989.90194013534,1992.24166367934,NA,NA
144,153,78.03139823,111.20676509077,29.1596795806128,109.947548062887,31.4830123150827,672.50036068,594.46896245,1915.86611854534,1993.89751677534,NA,NA
248,251,4.008591743,115.739538868259,25.0334373301584,115.971189963413,25.3920340269988,673.626510659,669.617918916,1991.01507501134,1995.02366675434,NA,NA
251,252,4.591756954,115.971189963413,25.3920340269988,119.853246572285,28.7729741197793,678.218267613,673.626510659,1995.02366675434,1999.61542370834,NA,NA
173,196,8.715640265,108.746054628009,25.5340753622481,102.917116614116,25.3372913641745,679.560147849,670.844507584,1992.24166367934,2000.95730394434,NA,NA
173,174,9.135500237,108.746054628009,25.5340753622481,112.288418532208,24.4296427414091,679.980007821,670.844507584,1992.24166367934,2001.37716391634,NA,NA
153,154,7.804342381,109.947548062887,31.4830123150827,110.006635591852,32.0740157076436,680.304703061,672.50036068,1993.89751677534,2001.70185915634,NA,NA
248,249,11.38063518,115.739538868259,25.0334373301584,116.028687023286,25.5899235715927,680.998554096,669.617918916,1991.01507501134,2002.39571019134,NA,NA
196,197,1.949439388,102.917116614116,25.3372913641745,102.843570032452,25.4709970575899,681.509587237,679.560147849,2000.95730394434,2002.90674333234,NA,NA
148,150,13.57609351,112.287101984478,29.2450911561859,113.78502411715,27.8943251104895,682.26203286,668.68593935,1990.08309544534,2003.65918895534,NA,NA
196,203,3.751113083,102.917116614116,25.3372913641745,102.866161451314,25.0020877960485,683.311260932,679.560147849,2000.95730394434,2004.70841702734,NA,NA
197,198,1.854263525,102.843570032452,25.4709970575899,103.039446086415,25.574477164222,683.363850762,681.509587237,2002.90674333234,2004.76100685734,NA,NA
203,209,1.238043131,102.866161451314,25.0020877960485,102.857029006371,24.9348741060709,684.549304063,683.311260932,2004.70841702734,2005.94646015834,NA,NA
174,175,5.785003665,112.288418532208,24.4296427414091,112.376781728347,24.5084377474295,685.765011486,679.980007821,2001.37716391634,2007.16216758134,NA,NA
209,213,2.578531053,102.857029006371,24.9348741060709,102.881019401757,24.974226219766,687.127835116,684.549304063,2005.94646015834,2008.52499121134,NA,NA
203,204,4.171385254,102.866161451314,25.0020877960485,102.857354246761,24.9904849681352,687.482646186,683.311260932,2004.70841702734,2008.87980228134,NA,NA
272,273,47.40978816,102.195056063633,20.1313691324202,101.654968710341,21.1965758296061,687.97558306,640.5657949,1961.96295099534,2009.37273915534,NA,NA
252,254,9.868014062,119.853246572285,28.7729741197793,119.930309472401,28.7286749630478,688.086281675,678.218267613,1999.61542370834,2009.48343777034,NA,NA
150,151,6.559912943,113.78502411715,27.8943251104895,113.705848743416,27.7998836807925,688.821945803,682.26203286,2003.65918895534,2010.21910189834,NA,NA
198,201,5.566934482,103.039446086415,25.574477164222,102.092700358141,25.2548556354335,688.930785244,683.363850762,2004.76100685734,2010.32794133934,NA,NA
247,258,27.27047291,115.367358940391,24.8625117633279,114.226612247205,22.4278495323024,689.09807952,661.82760661,1983.22476270534,2010.49523561534,NA,NA
151,152,0.3832566012,113.705848743416,27.7998836807925,113.594815092768,27.7072231988366,689.2052024042,688.821945803,2010.21910189834,2010.60235849954,NA,NA
252,253,11.21017133,119.853246572285,28.7729741197793,120.270005357954,29.5251726881402,689.428438943,678.218267613,1999.61542370834,2010.82559503834,NA,NA
213,225,2.753029215,102.881019401757,24.974226219766,102.980841232237,24.9545994321097,689.880864331,687.127835116,2008.52499121134,2011.27802042634,NA,NA
146,147,36.22284878,111.946734020434,29.0927157138398,111.730262463034,28.4064883800439,690.54498854,654.32213976,1975.71929585534,2011.94214463534,NA,NA
213,214,3.516082027,102.881019401757,24.974226219766,102.821213187908,24.9998943269872,690.643917143,687.127835116,2008.52499121134,2012.04107323834,NA,NA
204,205,3.171929747,102.857354246761,24.9904849681352,103.003767587979,24.9944799769933,690.654575933,687.482646186,2008.87980228134,2012.05173202834,NA,NA
225,226,0.9152075159,102.980841232237,24.9545994321097,102.881495468645,24.9041781087045,690.7960718469,689.880864331,2011.27802042634,2012.19322794224,NA,NA
154,155,11.13478773,110.006635591852,32.0740157076436,111.022685085937,32.0182457582489,691.439490791,680.304703061,2001.70185915634,2012.83664688634,NA,NA
174,190,11.4712003,112.288418532208,24.4296427414091,112.387477173604,24.1047130907526,691.451208121,679.980007821,2001.37716391634,2012.84836421634,NA,NA
155,156,0.7729673156,111.022685085937,32.0182457582489,112.201579551924,33.8278883275936,692.2124581066,691.439490791,2012.83664688634,2013.60961420194,NA,NA
209,210,7.834469793,102.857029006371,24.9348741060709,102.894100314818,24.8977845467664,692.383773856,684.549304063,2005.94646015834,2013.78092995134,NA,NA
226,227,1.892285895,102.881495468645,24.9041781087045,102.862237340342,24.9578711478772,692.6883577419,690.7960718469,2012.19322794224,2014.08551383724,NA,NA
249,250,11.77201151,116.028687023286,25.5899235715927,115.59441676818,26.4204668713951,692.770565606,680.998554096,2002.39571019134,2014.16772170134,NA,NA
205,207,2.167504596,103.003767587979,24.9944799769933,110.97367331856,27.8454057712688,692.822080529,690.654575933,2012.05173202834,2014.21923662434,NA,NA
225,241,3.832609805,102.980841232237,24.9545994321097,103.693580738219,25.0312456466366,693.713474136,689.880864331,2011.27802042634,2015.11063023134,NA,NA
190,192,2.433477684,112.387477173604,24.1047130907526,112.225447647074,23.9058168213907,693.884685805,691.451208121,2012.84836421634,2015.28184190034,NA,NA
175,176,8.13362561,112.376781728347,24.5084377474295,113.989042816962,24.7277739578444,693.898637096,685.765011486,2007.16216758134,2015.29579319134,NA,NA
273,274,6.137054803,101.654968710341,21.1965758296061,101.609713899061,21.17722658861,694.112637863,687.97558306,2009.37273915534,2015.50979395834,NA,NA
205,206,3.518419067,103.003767587979,24.9944799769933,102.944070090926,24.9108490741348,694.172995,690.654575933,2012.05173202834,2015.57015109534,NA,NA
241,242,0.6286773507,103.693580738219,25.0312456466366,103.848751526752,25.0999370565095,694.3421514867,693.713474136,2015.11063023134,2015.73930758204,NA,NA
176,177,0.6192484601,113.989042816962,24.7277739578444,114.415699527937,24.8203957196194,694.5178855561,693.898637096,2015.29579319134,2015.91504165144,NA,NA
226,235,3.83079953,102.881495468645,24.9041781087045,102.963920865663,24.8742933559786,694.6268713769,690.7960718469,2012.19322794224,2016.02402747224,NA,NA
254,255,6.948439799,119.930309472401,28.7286749630478,118.887978970426,27.8191175690162,695.034721474,688.086281675,2009.48343777034,2016.43187756934,NA,NA
192,193,1.828896674,112.225447647074,23.9058168213907,112.368428037567,23.878489002314,695.713582479,693.884685805,2015.28184190034,2017.11073857434,NA,NA
177,178,1.223195174,114.415699527937,24.8203957196194,114.443607953466,24.9569844502733,695.7410807301,694.5178855561,2015.91504165144,2017.13823682544,NA,NA
242,243,1.733354415,103.848751526752,25.0999370565095,104.613166777802,25.1673828349338,696.0755059017,694.3421514867,2015.73930758204,2017.47266199704,NA,NA
227,228,3.600207716,102.862237340342,24.9578711478772,102.83788382868,24.8935788613401,696.2885654579,692.6883577419,2014.08551383724,2017.68572155324,NA,NA
156,157,4.320624087,112.201579551924,33.8278883275936,124.617267036253,40.0444437833028,696.5330821936,692.2124581066,2013.60961420194,2017.93023828894,NA,NA
258,268,7.68261333,114.226612247205,22.4278495323024,114.238313013088,22.3659930387431,696.78069285,689.09807952,2010.49523561534,2018.17784894534,NA,NA
176,188,2.909011866,113.989042816962,24.7277739578444,114.992884912527,25.6408992673775,696.807648962,693.898637096,2015.29579319134,2018.20480505734,NA,NA
