node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade,distance,dispersal_velocity
39,40,1019.60919323725,114.823588584156,25.8468230142808,117.651770307794,27.0002829203773,1019.60919323725,0.0,700.716309923042,1720.32550316029,,main,main,309.71021883274744,0.30375385087439266
39,41,437.778766347535,114.823588584156,25.8468230142808,112.467555268682,24.8800546268604,437.778766347535,0.0,700.716309923042,1138.49507627058,,main,main,260.1926476190252,0.5943473453266317
41,42,259.465845733613,112.467555268682,24.8800546268604,110.312202767178,22.6498429303803,697.244612081148,437.778766347535,1138.49507627058,1397.96092200419,,main,main,330.56502803688085,1.2740213537633143
42,43,225.647339658396,110.312202767178,22.6498429303803,110.240141838241,25.5241418112403,922.891951739544,697.244612081148,1397.96092200419,1623.60826166259,,main,main,318.4405771240971,1.4112312496401658
43,44,94.8243290581,110.240141838241,25.5241418112403,110.547852523653,25.2512839123842,1017.71628079764,922.891951739544,1623.60826166259,1718.43259072069,,main,main,43.27244104651843,0.45634323465663423
44,45,36.1013777623008,110.547852523653,25.2512839123842,109.493724518139,23.6216204521266,1053.81765855994,1017.71628079764,1718.43259072069,1754.53396848299,,main,main,209.78241176877492,5.810925365508963
44,64,95.4615119577468,110.547852523653,25.2512839123842,110.900929953648,25.2951498721457,1113.17779275539,1017.71628079764,1718.43259072069,1813.89410267843,,main,main,35.894409001588414,0.37600922366991224
43,65,245.144688163272,110.240141838241,25.5241418112403,111.862083733018,26.0475100457402,1168.03663990282,922.891951739544,1623.60826166259,1868.75294982586,,main,main,172.700452478919,0.7044837633352942
45,51,138.62094110549,109.493724518139,23.6216204521266,101.671549557191,23.0768266420489,1192.43859966543,1053.81765855994,1754.53396848299,1893.15490958848,,main,main,802.0415614858339,5.785861465732536
51,52,11.2241626612178,101.671549557191,23.0768266420489,101.798769412199,22.9290716131971,1203.66276232665,1192.43859966543,1893.15490958848,1904.37907224969,,main,main,20.925037728466016,1.8642849680686728
52,53,9.76122422961252,101.798769412199,22.9290716131971,101.666297347089,19.577429367776,1213.42398655626,1203.66276232665,1904.37907224969,1914.14029647931,,main,main,371.3502745649528,38.043411956298634
41,73,776.219706006992,112.467555268682,24.8800546268604,138.054831609667,35.1816440917296,1213.99847235453,437.778766347535,1138.49507627058,1914.71478227757,,main,main,2708.6340071984737,3.489519766423032
65,68,48.4706751106846,111.862083733018,26.0475100457402,122.106541122192,30.1361963956346,1216.5073150135,1168.03663990282,1868.75294982586,1917.22362493654,,main,main,1103.4382588806536,22.765068907352973
51,60,30.1195348091168,101.671549557191,23.0768266420489,101.347299421895,22.9153592608414,1222.55813447455,1192.43859966543,1893.15490958848,1923.27444439759,,main,main,37.74791176279827,1.2532700787720152
60,61,5.28862339272119,101.347299421895,22.9153592608414,101.377821510929,23.0171558366135,1227.84675786727,1222.55813447455,1923.27444439759,1928.56306779032,,main,main,11.699758581434109,2.212250280013634
53,58,22.7460535483661,101.666297347089,19.577429367776,101.71846105562,19.6915685620535,1236.17004010463,1213.42398655626,1914.14029647931,1936.88635002767,,main,main,13.76889907905083,0.6053313402157132
73,74,26.3812491165565,138.054831609667,35.1816440917296,139.739027315386,37.0227691073317,1240.37972147108,1213.99847235453,1914.71478227757,1941.09603139413,,main,main,254.420452045436,9.64398808113166
53,54,29.183914945036,101.666297347089,19.577429367776,101.646621444769,19.3428687672983,1242.6079015013,1213.42398655626,1914.14029647931,1943.32421142434,,main,main,26.047362029794314,0.892524600583953
65,66,84.833441192014,111.862083733018,26.0475100457402,111.534141750155,25.6774212518875,1252.87008109483,1168.03663990282,1868.75294982586,1953.58639101787,,main,main,52.55037831665489,0.6194535737117056
73,75,42.5727845036014,138.054831609667,35.1816440917296,137.850968784904,33.3428654456668,1256.57125685813,1213.99847235453,1914.71478227757,1957.28756678117,,main,main,204.8326728002407,4.811352491705425
61,62,44.0053880547828,101.377821510929,23.0171558366135,101.357599485806,23.0277437474115,1271.85214592206,1227.84675786727,1928.56306779032,1972.5684558451,,main,main,2.3815262016361984,0.05411896831068527
54,55,58.1420786733051,101.646621444769,19.3428687672983,102.425768696287,19.4370660305431,1300.74998017461,1242.6079015013,1943.32421142434,2001.46629009765,,main,main,82.50646174396107,1.419049054086235
58,59,67.802221055322,101.71846105562,19.6915685620535,101.436478346097,21.5365685095033,1303.97226115995,1236.17004010463,1936.88635002767,2004.688571083,,main,main,206.36748943839586,3.043668573482483
45,46,254.006280065082,109.493724518139,23.6216204521266,106.907247185107,15.9847859830144,1307.82393862503,1053.81765855994,1754.53396848299,2008.54024854807,,main,main,887.7089973858161,3.494830904016883
46,47,1.28343266353528,106.907247185107,15.9847859830144,106.10981213237,13.5364211840946,1309.10737128856,1307.82393862503,2008.54024854807,2009.8236812116,,main,main,284.18115534818344,221.42272315665718
47,6,1.10508591168307,106.10981213237,13.5364211840946,106.296187549873,13.7926905226502,1310.21245720025,1309.10737128856,2009.8236812116,2010.92876712329,SC2_EPI_ISL_852604,main,main,34.791527934754214,31.48309789034045
47,5,1.10508591168307,106.10981213237,13.5364211840946,106.072135462757,13.5183086379387,1310.21245720025,1309.10737128856,2009.8236812116,2010.92876712329,SC2_EPI_ISL_852605,main,main,4.544232547897705,4.1121079364560345
40,2,291.674496839707,117.651770307794,27.0002829203773,119.105090753708,27.9263267864059,1311.28369007696,1019.60919323725,1720.32550316029,2012.0,SC2_KF294457.1,main,main,176.53670391030502,0.6052524503276088
