node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,host,startClade,endClade
39,40,8217.917149,113.683351557414,26.6296139148522,113.040197487838,26.6461333168121,8217.917149,0,-12930.7303894296,-4712.81324042959,NA,NA,main,main
40,41,5632.055615,113.040197487838,26.6461333168121,108.215221527986,25.0877695212532,13849.972764,8217.917149,-4712.81324042959,919.242374570412,NA,NA,main,main
41,42,737.2360039,108.215221527986,25.0877695212532,106.211653504015,24.8431599612226,14587.2087679,13849.972764,919.242374570412,1656.47837847041,NA,NA,main,main
42,43,217.5730676,106.211653504015,24.8431599612226,102.407447329576,23.5983440354504,14804.7818355,14587.2087679,1656.47837847041,1874.05144607041,NA,NA,main,main
39,75,14844.59621,113.683351557414,26.6296139148522,116.399149610779,25.578032029718,14844.59621,0,-12930.7303894296,1913.86582057041,NA,NA,main,main
43,44,55.29538033,102.407447329576,23.5983440354504,102.202051106473,22.9877644177901,14860.07721583,14804.7818355,1874.05144607041,1929.34682640041,NA,NA,main,main
42,62,277.4422867,106.211653504015,24.8431599612226,110.443008276075,27.1056603765638,14864.6510546,14587.2087679,1656.47837847041,1933.92066517041,NA,NA,main,main
44,45,8.11362777,102.202051106473,22.9877644177901,102.023586792772,22.8609482861312,14868.1908436,14860.07721583,1929.34682640041,1937.46045417041,NA,NA,main,main
44,59,14.89014671,102.202051106473,22.9877644177901,102.126264459439,22.8981058781079,14874.96736254,14860.07721583,1929.34682640041,1944.23697311041,NA,NA,main,main
45,46,10.2664357,102.023586792772,22.8609482861312,101.698889037162,22.422435190821,14878.4572793,14868.1908436,1937.46045417041,1947.72688987041,NA,NA,main,main
46,49,4.75283675,101.698889037162,22.422435190821,102.141242050642,19.8284632159313,14883.21011605,14878.4572793,1947.72688987041,1952.47972662041,NA,NA,main,main
40,72,6672.666678,113.040197487838,26.6461333168121,139.518498308728,36.5728721777123,14890.583827,8217.917149,-4712.81324042959,1959.85343757041,NA,NA,main,main
46,47,17.82882458,101.698889037162,22.422435190821,101.442477979901,22.4498684030147,14896.28610388,14878.4572793,1947.72688987041,1965.55571445041,NA,NA,main,main
49,50,18.18701489,102.141242050642,19.8284632159313,101.981965750032,18.9747200611598,14901.39713094,14883.21011605,1952.47972662041,1970.66674151041,NA,NA,main,main
59,60,31.09335026,102.126264459439,22.8981058781079,102.211838933632,22.9463908324201,14906.0607128,14874.96736254,1944.23697311041,1975.33032337041,NA,NA,main,main
62,64,45.2747071,110.443008276075,27.1056603765638,110.453315757875,27.0613698968764,14909.9257617,14864.6510546,1933.92066517041,1979.19537227041,NA,NA,main,main
64,65,17.99732048,110.453315757875,27.0613698968764,110.059426431891,26.7244463081413,14927.92308218,14909.9257617,1979.19537227041,1997.19269275041,NA,NA,main,main
72,73,43.48713362,139.518498308728,36.5728721777123,139.606378842658,36.5909299209084,14934.07096062,14890.583827,1959.85343757041,2003.34057119041,NA,NA,main,main
60,61,30.91617343,102.211838933632,22.9463908324201,102.056795957798,23.3976741740616,14936.97688623,14906.0607128,1975.33032337041,2006.24649680041,NA,NA,main,main
73,74,3.883824244,139.606378842658,36.5909299209084,139.546482801738,36.0436339892126,14937.954784864,14934.07096062,2003.34057119041,2007.22439543441,NA,NA,main,main
49,54,56.79239411,102.141242050642,19.8284632159313,106.385817259378,16.0292314325575,14940.00251016,14883.21011605,1952.47972662041,2009.27212073041,NA,NA,main,main
47,48,47.79799755,101.442477979901,22.4498684030147,101.402425074556,21.4197618234458,14944.08410143,14896.28610388,1965.55571445041,2013.35371200041,NA,NA,main,main
50,51,43.41512521,101.981965750032,18.9747200611598,102.029665252929,18.6125575777108,14944.81225615,14901.39713094,1970.66674151041,2014.08186672041,NA,NA,main,main
65,67,17.11816249,110.059426431891,26.7244463081413,102.551463139166,23.0155010461347,14945.04124467,14927.92308218,1997.19269275041,2014.31085524041,NA,NA,main,main
51,52,1.589953377,102.029665252929,18.6125575777108,102.097454770323,18.6724620807915,14946.402209527,14944.81225615,2014.08186672041,2015.67182009741,NA,NA,main,main
62,63,82.11183067,110.443008276075,27.1056603765638,111.254883953457,27.8861167271246,14946.76288527,14864.6510546,1933.92066517041,2016.03249584041,NA,NA,main,main
52,53,3.080734961,102.097454770323,18.6724620807915,102.152291976305,18.6661968643868,14949.482944488,14946.402209527,2015.67182009741,2018.75255505841,NA,NA,main,main
65,66,23.33493449,110.059426431891,26.7244463081413,122.061862745621,30.1442556693991,14951.25801667,14927.92308218,1997.19269275041,2020.52762724041,NA,NA,main,main
54,55,11.76510006,106.385817259378,16.0292314325575,106.626668256873,16.891479309823,14951.76761022,14940.00251016,2009.27212073041,2021.03722079041,NA,NA,main,main
54,58,12.80435746,106.385817259378,16.0292314325575,106.309893222141,13.8459857529649,14952.80686762,14940.00251016,2009.27212073041,2022.07647819041,NA,NA,main,main
55,56,1.463647007,106.626668256873,16.891479309823,106.688840354989,16.8787330129263,14953.231257227,14951.76761022,2021.03722079041,2022.50086779741,NA,NA,main,main
55,57,1.757144122,106.626668256873,16.891479309823,106.5355217226,16.9184538688284,14953.524754342,14951.76761022,2021.03722079041,2022.79436491241,NA,NA,main,main
