node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
48,54,2.36838314665999,102.171170658099,21.6808822333375,102.301322534782,21.9120893259191,722.767525006738,720.399141860078,1965.95053145485,1968.31891460151,NA,main,main
48,49,5.81460208303191,102.171170658099,21.6808822333375,102.509465313966,21.8508624550891,726.21374394311,720.399141860078,1965.95053145485,1971.76513353789,NA,main,main
49,50,13.0101107122582,102.509465313966,21.8508624550891,122.328558909256,30.2966960467295,739.223854655368,726.21374394311,1971.76513353789,1984.77524425014,NA,main,main
50,51,9.16221895627135,122.328558909256,30.2966960467295,121.735224965532,30.0722071780581,748.386073611639,739.223854655368,1984.77524425014,1993.93746320642,NA,main,main
51,52,7.43821474386594,121.735224965532,30.0722071780581,117.641864490366,30.2941243722217,755.824288355505,748.386073611639,1993.93746320642,2001.37567795028,NA,main,main
55,56,17.2837855150376,102.149740428187,18.1857350711812,103.17239116174,17.5864248452187,764.797524590328,747.51373907529,1993.06512867007,2010.3489141851,NA,main,main
34,22,1.03364160525525,106.167798541649,13.6675375292616,106.316946131797,13.5988424777565,765.415733692895,764.382092087639,2009.93348168242,2010.96712328767,SC2_EPI_ISL_852604,main,main
34,28,1.03364160525525,106.167798541649,13.6675375292616,106.4606862442,13.9482033338357,765.415733692895,764.382092087639,2009.93348168242,2010.96712328767,SC2_EPI_ISL_852605,main,main
37,38,44.0303578570677,106.811238290896,25.6418793140472,101.865334174593,18.8493156772318,769.711657642541,725.681299785473,1971.23268938025,2015.26304723732,NA,main,main
51,10,21.596783368927,121.735224965532,30.0722071780581,122.01362657413,30.1777100975638,769.982856980566,748.386073611639,1993.93746320642,2015.53424657534,SC2_MG772934.1,main,main
50,18,32.3480434210886,122.328558909256,30.2966960467295,122.354686731695,30.173608708576,771.571898076456,739.223854655368,1984.77524425014,2017.12328767123,SC2_MG772933.1,main,main
49,14,46.8540445443058,102.509465313966,21.8508624550891,103.154447212519,23.141466741826,773.067788487415,726.21374394311,1971.76513353789,2018.61917808219,SC2_MW703458.1,main,main
38,39,3.81586259315578,101.865334174593,18.8493156772318,101.874486918522,18.767013959424,773.527520235697,769.711657642541,2015.26304723732,2019.07890983047,NA,main,main
56,25,9.16889403407391,103.17239116174,17.5864248452187,101.443627216097,21.7152642409383,773.966418624402,764.797524590328,2010.3489141851,2019.51780821918,SC2_EPI_ISL_412977,main,main
56,57,9.2845250949026,103.17239116174,17.5864248452187,102.352096701229,18.7848887907627,774.08204968523,764.797524590328,2010.3489141851,2019.63343928001,NA,main,main
54,2,52.1156164262576,102.301322534782,21.9120893259191,101.600524492251,21.3749737944979,774.883141432995,722.767525006738,1968.31891460151,2020.43453102777,SC2_MZ081381.1,main,main
55,6,27.4377083686338,102.149740428187,18.1857350711812,101.33015455185,13.5039828371726,774.951447443924,747.51373907529,1993.06512867007,2020.5028370387,SC2_MW251308.1,main,main
38,1,5.28350564837777,101.865334174593,18.8493156772318,101.915824896562,18.8411044704491,774.995163290919,769.711657642541,2015.26304723732,2020.54655288569,SC2_MZ937000.1,main,main
39,20,1.47310753609647,101.874486918522,18.767013959424,102.166591401968,18.4318097854323,775.000627771793,773.527520235697,2019.07890983047,2020.55201736657,SC2_MZ937001.1,main,main
57,19,0.918578086562577,102.352096701229,18.7848887907627,102.004023240761,18.7843691208653,775.000627771793,774.08204968523,2019.63343928001,2020.55201736657,SC2_MZ937002.1,main,main
39,27,1.48130425740784,101.874486918522,18.767013959424,101.979140801823,18.8108848938723,775.008824493104,773.527520235697,2019.07890983047,2020.56021408788,SC2_MZ937003.1,main,main
57,12,0.926774807873955,102.352096701229,18.7848887907627,102.316017953176,18.6675975886736,775.008824493104,774.08204968523,2019.63343928001,2020.56021408788,SC2_MZ937004.1,main,main
52,53,19.2173621439594,117.641864490366,30.2941243722217,112.625881722916,28.2845418514505,775.041650499464,755.824288355505,2001.37567795028,2020.59304009424,NA,main,main
53,13,0.530247576991967,112.625881722916,28.2845418514505,112.577075584243,28.2805231386894,775.571898076456,775.041650499464,2020.59304009424,2021.12328767123,SC2_OK017803.1,main,main
53,17,0.530247576991967,112.625881722916,28.2845418514505,112.647997524898,28.2771770955348,775.571898076456,775.041650499464,2020.59304009424,2021.12328767123,SC2_OK017804.1,main,main
52,26,19.8243220497185,117.641864490366,30.2941243722217,112.523233601454,25.7059740786987,775.648610405224,755.824288355505,2001.37567795028,2021.2,SC2_OK017805.1,main,main
54,15,52.9660169053353,102.301322534782,21.9120893259191,102.693822199867,23.434915892622,775.733541912073,722.767525006738,1968.31891460151,2021.28493150685,SC2_OK017806.1,main,main
