latitude	longitude	height
21.90329690890581	101.12957492093804	37.78756223096582
21.8948079268345	101.28711370711791	43.5834899587536
21.363040469132653	101.22682863739458	49.01813270325238
22.704343464564513	102.17692610641772	53.99970883409878
22.271472450583026	102.47995845983095	45.39563833508737
22.064766572186045	102.39972502960734	51.71706698765229
21.365663053691083	101.54617171839958	39.99311678980814
22.17391878014911	101.9984166144618	46.63013286424302
22.316377721838172	102.02968601949392	49.32154947183892
21.32857374224675	101.36850999063597	47.44476327464008
21.568437472759474	101.67377131374269	43.448701180583726
21.482942465027396	101.61594647059721	41.880786205852814
23.741734446359896	105.53441153493692	46.164140387135376
22.58165829916791	101.58041235718838	45.485628318444014
21.73720954777724	102.16122402221384	42.87095595203891
21.93392308187349	101.90198780329375	46.67788553900209
22.382162778663677	101.89296906388982	53.0991816118393
22.239567255483628	102.51621429467828	50.396670613844435
21.634434128023	100.41185955648686	64.8145230030218
21.08619051096572	101.2353892567349	45.718379660782034
22.555705370144103	101.27816174840223	48.7904457191396
21.6852158902058	101.47328184676738	48.480892625625074
20.29372827410494	103.23657524951135	49.424705408544014
26.53015850530279	105.76246346758627	43.33074789132752
22.38478296355588	101.10035291081158	46.87694636949914
21.373295899837032	102.0821814510633	58.51501956738127
21.644567084970742	100.90224633829543	47.50345560841106
21.479099465154935	101.40445549331257	48.72415852035169
21.89095073029662	100.66849888454712	57.68742787254007
23.680408570055064	103.7050034243607	39.56875716825857
23.296695221917876	101.20173926883668	56.07030578750573
21.422697667950406	101.52717684023236	39.866073440522996
20.208717992178943	100.224848541458	50.26463540408804
20.551252580669196	101.93041566379462	48.582815941705576
21.194098324583646	101.31763182021089	41.302158032839884
22.636737060333736	101.05444657992051	50.52403854519969
21.01618990306949	101.32663819763626	40.7523204418751
22.23849201522743	102.36651054137275	45.65943678862584
21.63623250810374	102.04934045159351	44.594859487480676
18.479518872229175	103.03556246434287	51.05381481541133
21.334553760780203	102.2344713247009	46.70735118552159
21.678316969446826	101.56678164231296	50.62702856763485
21.257673811311374	101.67874807148914	58.93092548462869
22.059384508545335	102.26248797901755	57.53005852601427
22.395482272887154	102.04187208563876	37.090590187451085
22.195324733025863	103.01183983275715	42.5874767329276
21.749444681229285	101.67638088295126	47.331979244510535
23.39672553991026	101.41483791318412	45.07610276987077
22.23742384596744	101.75780957904738	46.75217927210849
22.466196560998487	100.83446590582221	55.76042592110821
22.427142930799167	101.35314136991734	38.813908955041256
21.556737271564415	101.06678425196063	45.17666219466821
22.019575446020703	102.01931570487557	41.2736147641823
22.716264045874723	101.82448676770774	50.23858034099999
21.24573161283026	101.04123505590127	44.68437586034497
23.99878036947889	101.57771240340148	53.83128846039517
24.270422280701336	101.44102594131661	44.418337191780665
21.83482326778475	101.06066520475306	47.83552093829201
