node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
274,275,5.6329875031327,110.358359291173,26.6960864303552,110.843498976798,27.0173152697787,476.88230283466,471.249315331528,1975.70001325936,1981.33300076249,NA,main,main
280,281,4.80299071395969,101.700712752134,21.2280504602059,101.705178894526,21.2894710366961,479.847080060784,475.044089346824,1979.49478727466,1984.29777798861,NA,main,main
203,204,14.1401676215282,97.7706183591511,24.2928405421167,101.997740474429,24.9348388776676,481.473098643822,467.332931022293,1971.78362895012,1985.92379657165,NA,main,main
252,255,16.5477263544573,111.204977388811,30.7584531211224,111.229652558747,30.7907752079993,485.026514778046,468.478788423589,1972.92948635142,1989.47721270588,NA,main,main
209,210,17.0927213160488,110.227590227477,27.7134350891279,105.078794692368,24.0387391048198,486.750752003221,469.658030687172,1974.108728615,1991.20144993105,NA,main,main
274,277,18.0655067079835,110.358359291173,26.6960864303552,109.759637968007,26.6443147812625,489.314822039511,471.249315331528,1975.70001325936,1993.76551996734,NA,main,main
153,154,6.80901437735757,113.778357752503,22.4681224317462,113.711214342023,22.6061790284149,489.346944558432,482.537930181074,1986.98862810891,1993.79764248626,NA,main,main
154,157,1.02824892373244,113.711214342023,22.6061790284149,113.854691909859,22.4025768561579,490.375193482164,489.346944558432,1993.79764248626,1994.82589141,NA,main,main
154,155,1.16384656513485,113.711214342023,22.6061790284149,113.779089854313,22.5958563780541,490.510791123567,489.346944558432,1993.79764248626,1994.9614890514,NA,main,main
210,211,5.10650431184306,105.078794692368,24.0387391048198,102.874702106982,25.1442394715801,491.857256315064,486.750752003221,1991.20144993105,1996.3079542429,NA,main,main
157,158,2.44989427780175,113.854691909859,22.4025768561579,113.469885385683,22.5553696868847,492.825087759966,490.375193482164,1994.82589141,1997.2757856878,NA,main,main
252,253,24.7201554387912,111.204977388811,30.7584531211224,111.309727297688,30.9171033417804,493.19894386238,468.478788423589,1972.92948635142,1997.64964179021,NA,main,main
211,212,1.82428265949299,102.874702106982,25.1442394715801,102.847351479106,25.1520491667004,493.681538974557,491.857256315064,1996.3079542429,1998.13223690239,NA,main,main
211,232,2.23350459776334,102.874702106982,25.1442394715801,102.819219311334,24.9764189014637,494.090760912828,491.857256315064,1996.3079542429,1998.54145884066,NA,main,main
212,221,1.64690843792856,102.847351479106,25.1520491667004,102.825783424572,25.1201998778449,495.328447412486,493.681538974557,1998.13223690239,1999.77914534032,NA,main,main
212,213,1.99274594932202,102.847351479106,25.1520491667004,102.826012893836,25.0391212875452,495.674284923879,493.681538974557,1998.13223690239,2000.12498285171,NA,main,main
221,222,0.495743597043116,102.825783424572,25.1201998778449,102.814887068947,25.1133137846231,495.824191009529,495.328447412486,1999.77914534032,2000.27488893736,NA,main,main
222,223,0.139371514632668,102.814887068947,25.1133137846231,102.849764366738,25.1187628458237,495.963562524162,495.824191009529,2000.27488893736,2000.41426045199,NA,main,main
232,243,2.16782483153093,102.819219311334,24.9764189014637,105.264851340426,26.1360370616801,496.258585744359,494.090760912828,1998.54145884066,2000.70928367219,NA,main,main
