mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
31.7093237633006	15.7611491216698	2.46457900865945	2614.20742455582	2961.8276172956	6.40221335421681
25.2881750499099	13.0890417194239	2.94948600012838	1025.28996865884	1801.30082819036	3.39949192516455
18.756483242855	13.8483733224969	1.51194748587611	1121.31459669815	1916.72180042314	3.99929941041256
33.1892215225958	15.0452410675319	2.91487621305126	1825.14545352457	2092.1501580898	4.59316550726317
32.9685812204982	18.0042677569644	2.3180778940381	2126.05437591341	2654.6700654557	5.77917322506837
27.5963700942004	16.3582333509251	1.95995786795983	1307.84803986897	2580.16038828038	3.52314433170695
28.5594300643819	16.6778502755677	1.77605951489079	1778.63356459564	2935.01301236935	4.74521062113641
35.5425478338489	15.1647929179929	2.35699951558888	2175.51993820364	2603.03985632209	5.34173339413665
36.5885767138146	16.5781206143707	3.14295794486456	1626.2016403592	2286.64971741959	3.86477654924386
24.0656253957016	15.8667055677541	1.65506269614472	1485.33616403601	2504.31490096062	4.84766075413046
36.8697553402189	15.0302119110017	3.37254140577445	1655.01852674009	2511.44638324573	4.76602272122184
24.9861201249816	13.5004391767039	1.84162460562137	1234.82761004008	2089.7278564932	4.21892813539899
23.6579330636383	13.5515203482116	2.02344219945921	1457.08987068757	2381.13359689763	4.38704754537164
39.1563667890099	16.417084890585	2.34103860742228	1541.63171415148	3050.72573404885	3.50141366360571
29.9324038476034	18.258805561812	1.73816420582923	1660.76263085013	3262.29023116124	3.66748559787852
38.1093310537081	17.4331274318692	1.95113819908834	1833.12570857031	2976.59382570056	4.36732735296636
25.7191880264726	16.9900551838058	1.89035401044213	1925.1693527439	3303.3736559541	4.76234519467546
39.7401293331958	15.9210960643942	4.01979175165422	1980.15277309778	2358.44142945248	4.93024002804523
29.9726496983332	17.404115841732	1.68828882137806	1600.76595849003	2698.18644238287	3.36300200057895
32.3580165065634	14.7756340570844	1.92531207432293	1388.69537728627	2129.87756735408	4.25873696117882
38.2074942309232	17.8694166773461	1.7523635437934	2072.98964772318	3438.83723513125	5.58495647140822
24.9592021420083	13.7498231212571	2.1710229691985	1614.5628956599	2850.95760042278	5.34748970871344
26.4626646952374	15.0097364266699	1.73916295663476	1468.44950760642	2464.19658082111	3.77809233530042
33.493933039001	17.0849204822305	1.80553575676353	1501.99595383173	2769.37775970647	3.9398093471355
36.3793855568432	14.374577762941	4.02592487317189	1342.1154928653	2543.79531631189	3.81496923553193
38.8074001543345	16.7697100111164	1.97880631960507	2449.88660748497	2520.90879461996	5.09568695784002
39.3186004517251	17.3043834171618	2.64096529905912	1799.97459364542	2183.2887576435	4.52601391056687
36.0550490932055	17.750818225277	2.24134695532363	2213.15976062165	2775.95483472939	5.01364851127878
31.5583832001464	15.688938260885	2.07998294388847	1924.71713735843	2444.73265740632	4.41361515755212
30.1060819533576	15.1584626751401	2.17333432579527	1641.23592331018	2174.45264152929	4.54137946002986
33.3192437405398	15.5313443631051	2.10149765873881	1725.09691486031	2605.99869413144	4.34154437517262
24.2031511526601	17.9737857364277	1.53977868387151	1445.39246077636	2682.4975191645	4.04769345909605
28.5383424827423	15.9866590409838	1.99924160737555	1355.5582360382	2539.97958661218	3.67910068496014
35.074346599854	16.2615893045235	2.77716695649834	1661.83374883288	2774.16031285997	3.67224347527144
30.1507370270068	16.6740200389959	1.95450608094045	1881.53408238675	2688.17731517098	5.17255563393424
34.1502697506351	17.068802774366	2.57098224581138	2007.44989893175	3417.19835441152	4.50589124320601
39.5602157875637	18.5580393355109	2.92948412935694	1915.5773329428	3099.10363921092	3.89650180744785
29.1209356859265	14.2710204559914	2.09742503637023	1555.32334701714	1897.55469055475	3.76919294676722
40.2210953299494	14.5976596401264	5.28410803421073	1559.40066593951	2160.20430673128	5.35738341643316
38.8187677734591	14.3695331104135	2.76818862451835	1244.74176169782	2025.07144769595	3.21946553483784
31.481431503429	15.7732460254497	2.13022420635292	2358.93481302248	2425.70379502997	6.1432952420372
