latitude	longitude	height
21.17802435946238	100.85103606725698	23.43869564880606
24.104887704126895	102.30145747134378	18.423337060493793
21.331279785104893	101.28216117562349	14.874279746826673
22.168902051600412	103.10743669694541	19.94222546071572
21.66104693215375	102.58733059447744	13.495060928738837
21.623896280418823	101.88793746221104	18.192300888659588
21.141997307914075	101.53534244966818	18.405126739933223
22.116846285259903	101.43229721036134	18.712037824061724
22.523054067373206	101.76802689562548	19.556092511651116
23.248422366525126	103.20001245004289	31.769833594475983
18.591118272528675	102.3024883603364	22.23231678695055
21.778584465206652	101.26373786126229	24.581129318751152
21.480871510442366	101.49553261142925	23.145625813234915
18.869226779408436	101.7766452989172	29.32883235336095
22.464809226779604	102.20108725329685	18.795262136533978
19.537204622640722	102.41696610445233	12.30636858434454
21.488808143107377	101.54754999963264	13.554734935275974
21.639964436554244	102.09023517140818	15.282839197897403
18.952146713253317	99.07082361911938	12.67781036537778
21.66397289428624	101.77965741288442	26.028539940744395
21.901376643283527	101.77076741502555	14.774579831542127
22.7364557761779	102.53752104427738	18.512806828548435
20.829841908591856	101.38531385527052	18.46813183309672
22.095840658944113	101.63920138570853	13.400741189379005
21.422398605922215	101.80366175914617	11.58217374810016
20.185786158467057	102.33573663719206	15.08319287897568
22.289568581568886	101.8219820167865	14.001165903099036
21.791389944542086	102.21893926159363	15.446794981700066
21.363571977460705	101.67601300902479	13.6147276917022
19.46428601231211	101.15555964487974	14.104253864757197
22.275308888333335	102.81580212772047	15.510766837355476
19.518981336975095	102.43861624526559	8.715070068467838
21.612070894654757	100.9674296803449	14.61032145770946
21.67959333604227	101.69832915284513	16.38241056824228
22.130861351128974	101.45368986916714	15.754211416929536
21.269337772202093	101.54008631479851	26.07349742485968
21.118328187872237	101.04308318017445	18.09077475594148
21.31952631500649	101.55912247533577	19.512388198368257
21.592308790698993	101.59432425835418	20.624568847457567
21.47104042370365	101.74538526032198	12.67605283812199
21.45093031619575	101.92809718819913	12.92069233818782
20.384826166815873	101.53882941452096	13.408539877926643
18.969482406316217	102.70785397747439	17.408521907292794
21.883993780092688	101.16263673514796	15.67553003313057
21.68127518929833	101.77381035221619	17.009630711945874
22.364758372925735	102.44269716920422	20.799572907045416
19.205981734351933	103.37211143637603	14.80336833933734
22.14901614595749	101.43672632886043	21.625125896475055
21.5898439639529	103.3283951447817	18.448285978432267
18.192982095731516	101.76509995752087	13.344656356526457
23.211162623238543	101.25221022070629	13.870192324687565
21.61705649887484	102.49287017926234	22.864374125549034
22.893297646441255	101.3954159013232	18.86277679765061
20.684881363280258	101.6137125693725	13.915792127475385
21.92658053370804	101.60661768823411	23.29104841875025
20.327136461195984	101.99224485672828	22.73273960384776
20.98833501368302	101.16003811446943	19.53831405592524
19.069535184640834	102.50461226554339	18.953284398466963
21.494838554528272	101.7098202140502	24.498887921392964
21.756558737954776	102.26121109945137	15.519276863852525
18.68032293637974	101.14530466031175	13.731256830666268
21.209148133914375	101.6500351750232	12.42560466365336
21.302646079743223	101.74259663554757	22.376228946405746
21.715076638966767	101.22687650876428	18.689847995883184
21.74008374841719	101.905379651385	16.01546212216718
18.479134325982784	101.71163039033787	11.590519814109058
21.69330162904812	101.38569582725049	16.49013826566562
21.29306589090461	101.6094329752536	21.52646489816678
24.369125612066	103.05808152854199	10.980337137829082
21.82579311682558	101.96996121564631	22.29927550581388
22.03926125810741	101.13915417576989	15.626160312670095
21.71338645358818	101.73666204001515	20.04156973968236
21.57311726467039	102.03789624237217	20.241719176011998
21.749531086046986	101.3176056874815	19.641405777833143
21.45793874821291	101.91242489720713	13.617402945631568
21.297039964222755	101.41592642321892	14.182544200353107
21.00449744654991	102.67063661589789	19.169154200588252
21.62230134266236	101.62585816050088	18.29845873754053
21.624953304335328	101.12271170158752	10.93436464999445
17.78671742944155	101.28995213517264	21.351744678242625
24.130665724873776	103.43884200333798	22.720932636785705
21.738120157051608	101.84896977809073	9.553117841928554
23.394996634478886	101.606226411222	12.79169032704283
21.13995135934188	101.07771230724836	16.9121547574899
22.700107089229004	102.65955812537017	15.721289340654096
19.251906996894093	101.16646712481021	18.52336265725387
20.753282912743323	100.66163673467801	21.813916056230653
21.480923779773903	102.10891062647663	22.121289078385843
21.530786618271495	101.61325984476402	14.898239045678196
21.425953216952852	101.6884403878106	16.450405914730112
18.89319877648922	102.03703547933264	17.324190613745543
21.09361645318713	101.98669320496447	27.478185031241907
21.845406300819462	101.95464329868041	23.08579194120128
19.06915604195865	102.0289983136739	14.797736284784065
21.157053860203035	101.40640841686579	16.40120280907564
21.388358595137046	101.54318186976644	17.48717091784856
21.776727790221557	101.91093008025963	10.656413440936447
21.80126533869278	101.50795807433992	10.789013807865942
21.31816290147528	101.41420108888569	13.696175934262328
23.910332990458134	103.53508816712365	13.06428104996219
21.451343382998413	101.33826310329438	13.770731013116517
18.69724046229109	101.87445704461258	10.79021904522412
22.09286903015382	101.66706949321132	9.533573398306146
23.02037006890798	101.23343114642034	15.172016697772818
21.346394882800404	101.74813568631419	26.831876930340457
22.449719324182492	103.41464005060679	19.36639000336666
21.297507068690457	101.46641946539305	17.076089307631946
18.035333250716267	101.87555589292975	18.950978178517857
22.283581454857213	103.84341152271205	17.997490910246825
21.78010755868524	101.56626846291526	14.095013465032594
20.920563016721392	101.49251423740087	22.358910686623858
20.60476269319044	100.89028243426147	36.71163120432263
23.129431134503537	102.43048678637925	26.545289020543777
22.45615850952334	102.4357640065424	17.159703453124706
