mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
26.3188304253839	11.5507757813997	1.42689212460249	3284.10770179226	5601.43504287078	2.63512067887563
37.3514130517817	10.0181003429728	2.05846805487573	3790.23758877798	3889.79376872636	2.92245631171382
43.8421192985882	11.6585656408673	2.60207528935142	5337.52017369757	5162.59000854501	3.69864690295401
15.3617905847017	7.47087055156713	1.60465632819637	2682.29449564218	2563.1086245344	3.81145054398655
25.5337025190654	8.35845194224828	2.46783266561103	2520.3486709583	2504.50314573973	3.05284129384288
38.2166806167024	9.97292629002711	1.97919245453332	4079.88042124018	4458.44135404356	2.58826056492555
26.3522017433827	11.1580060136289	1.16641475751884	3043.50823169801	3503.61876754616	2.5796890784028
31.6590621738578	9.73310036475737	2.49265704469005	4137.61911482978	3701.23772658262	3.00622409470591
33.7339881252291	9.61443847621256	2.10076584008213	3668.22042492031	3631.11670059069	2.74790559807809
29.4796705013927	9.19196846173778	1.71029066772069	4107.69487392534	3393.62804298448	2.85668755234353
40.5849060360068	9.76209514497166	2.56513613538452	4404.57890338421	3330.83700005747	2.60641365162024
38.5711139029912	11.7323831598326	1.6269552256672	4854.59832866006	5670.66421692573	2.27784729038461
63.4658227738002	10.0732209659112	3.4310413037922	3164.3692390818	3277.91400865453	2.70184652822073
28.3264793509442	9.17824515157351	1.71059069969552	3681.72522310342	3962.26328849589	2.81945536496991
39.2504815024664	9.28163070887617	2.19110329573341	3989.91216881595	2843.80584564397	2.81347864702602
21.7154849933464	9.31824054087708	1.38872383001345	2857.25084302298	3312.19817943251	3.12165618989797
28.7348334329147	13.7258567885312	1.2943010666367	4017.59046628958	6938.85968642523	2.5246997766415
26.7694152112744	10.1519601680775	1.43282837622107	3604.86068485472	4137.18342529796	3.00951250635663
31.8791385892473	9.75455969076489	1.66039647206205	4313.93100716657	4420.70577832516	2.54058233021165
39.7141422501161	10.2520544973689	2.4573759431654	3926.33788938623	3251.92178765974	3.19170235270407
26.220401074821	8.99024074208121	1.8886289288113	3483.09936865422	3770.21195303106	2.93661250143799
27.5177757116437	8.92519848665457	1.54665470138953	3040.84139599907	3175.45910296114	2.95236381381439
31.6655200820173	12.3637905685443	1.8397359189651	4224.64998736499	4654.93968459358	2.9007904118937
41.4943611220612	11.3453409674851	2.14902878690294	6049.82008651259	4581.98910858747	3.3646862245785
22.7154778436866	9.80972743828169	1.63965351830124	3414.13123048918	2993.05074595633	2.6178734972574
19.9871171830343	7.32706537163765	1.51290047392119	3111.51056851372	2453.86953969949	2.94201541610633
28.4983785764655	8.20156657636841	1.66798694705344	2842.91228192702	3874.31229573369	2.69285299382585
54.5559404290983	11.0459796403725	2.0732314713496	5121.17515546625	4083.18935109862	2.44180048872319
21.8439440200312	9.0928299174125	1.41913252356789	2642.76554729075	2989.62561453172	2.97207330310129
