latitude	longitude	time
20.979469863124166	100.99400048218894	14.97113184343226
21.491560649439016	101.51861224706892	22.59034864204574
21.363736750310842	102.02154134899965	11.96700865807145
21.819714453724238	101.43794488853794	10.986544464700714
22.117067501719447	102.5066076697514	19.555310207841615
22.493465216554547	103.20136996871199	21.15671151934083
21.4384093667401	101.83417542341176	23.841434665824323
21.579684159566	101.6671358278839	19.369388700757384
22.192032630647223	101.41549870233771	18.77379528941819
22.514067592417746	102.94220092917764	18.874718025644313
21.830004770158915	101.29341825945126	25.154090439619893
21.853457648087698	102.1909609925346	29.233499486577955
21.132533360236877	101.71709660884227	19.076309822189415
22.900051173675088	104.8040440785755	26.234741961076708
21.614370792244618	101.50955060107653	24.476348987827322
21.011642338885768	101.55074011516093	21.59431807548745
18.63101983497752	102.23609922550017	19.39343737865184
24.00013474924915	102.49330546547723	31.66982723888313
21.737766246381113	101.2953980561425	26.315644916062666
23.518562065393592	102.57844746865365	15.976385368812146
21.556240691859095	100.82489808517175	19.39877738242774
22.73081381021686	102.4013657312362	26.83224975089064
21.151913661344228	101.34071878650404	31.671155851674058
22.061220585619274	102.5623175031037	26.19853583653034
21.380274217555897	101.54693045052746	14.924288660475753
20.042171285094863	102.7106703763934	19.327685053238582
24.11250253741097	103.64310368677491	14.07752881946314
22.808253491442745	102.68476729371444	17.70884016064892
21.673116358318232	101.5840918769631	22.491918025850566
20.97937849349222	100.75622244126362	23.479539255228758
23.604205779194523	102.93950961497347	27.724448476861312
21.56741790752101	101.3894018260474	25.913051391966462
21.473852794904293	102.45359331789088	30.023473849315877
23.25009294482201	104.39591872460926	21.47771517312526
21.474878679309807	101.36411028443288	19.7234236237058
22.42572799797569	101.88184324825724	22.19008792911734
23.00486897559639	104.08824392476832	28.370941478640475
22.944353920867723	102.19548562003813	21.684546427766975
21.743245050049538	101.51340253437458	14.233816934296868
23.378249717229163	106.15557462572384	13.80646354454052
22.98819495765759	101.38231663347842	13.57164029118752
24.5959742815796	105.74308519633782	24.458830530026262
18.687719890356735	102.36435387621565	23.603677335001294
21.924233342057217	101.62334510737672	16.84302440054293
21.653701708869008	101.68776771529788	26.253091140612753
21.359066028378212	100.95683651805896	23.360061456710866
22.484859768017884	102.27512646233221	22.681415112841023
23.456532476851798	102.76315990277264	22.93542454662395
22.080424942065278	102.68203505654162	18.33002266799693
22.63094626353924	102.49975108513257	15.08826718615515
23.48653740666358	103.39464524833981	17.18535641488654
22.74640339064031	102.02914562392161	12.263453870049688
21.69378908826632	102.34017158131036	25.815311121726666
22.172248664072324	101.53060080130719	16.298038359543682
21.367881755311693	100.61728381732789	18.57948978013212
21.842161755881353	101.43544120282482	32.14455928374184
24.411988945382603	103.97098517278535	26.709665297754157
17.97742181742122	101.69207252728354	22.120270165103022
21.622736249854942	102.05885722005213	29.51179132781982
22.792314633696613	103.85013676217818	25.11650054146827
21.671650072786033	102.2967324764146	22.299584798832342
21.936510532153033	101.04192994594068	16.77265813396454
18.658623553566997	101.85243657719089	22.009452497587404
20.46526876382894	103.61488244228109	26.456511778245954
22.522323887352055	102.13545443894574	22.996200508478495
21.612782993334594	101.35219443821326	19.244262265122018
22.695984327110043	103.07400809432339	20.828950405601347
21.83820584082762	100.75904088826495	13.265345695314181
19.043318782177476	101.52982706360316	20.25265719101364
23.062052374848403	101.63298861931861	15.585259070178694
22.100848060602292	100.98770152457493	13.336253545482137
22.85262080100372	102.07136148096646	20.028114450884857
29.79490963737999	112.29289123462146	17.594082417203964
22.088775424195532	102.3505338375595	14.01157960712348
22.735283993172153	102.98253840337733	17.740386982268546
21.505608472364564	101.46693167924694	19.89036959624866
23.616043900879436	102.3469685039319	29.91403660706311
21.70156757280863	101.59418298960013	26.763492733132296
21.326463494582107	101.82065451781546	27.815253312993207
21.351081957344114	101.89733603711852	20.838669880248233
22.417346788239904	101.82372802279347	20.33503599247419
21.1414481723936	100.2933465447643	18.9943842247132
22.62447304243445	101.9028942767382	19.579275552593515
22.944140922790275	103.03541888812411	17.58074621570273
21.957938677702014	101.1617755383063	23.23545048581306
22.226534981192874	104.11409782065353	12.052907260263538
22.004840792593285	101.52435072521918	23.13833628103916
21.632300578842553	101.53713908821439	21.759350214047117
20.858856074612905	101.41662871478877	16.36644346055681
22.165651229760808	102.32646257678807	27.198116078239593
21.38830545576706	101.34068225427417	12.492459124764196
22.13988025179759	101.85250829056189	14.763180120739179
21.59295646882848	101.3143110146074	17.96519758450455
22.577687258963618	100.70989363889893	18.41572119524696
23.832242588104968	102.63976235954924	19.281863178075497
22.17839207900823	101.22013552013185	23.60248931357995
22.43269912575975	102.92214530514762	14.791856741936073
21.52715971766641	101.49904878849718	19.027520569634078
22.737839986945847	102.17054127789129	28.48091646283902
18.261516857524008	101.57938780345928	17.138477448136882
20.280211220220757	99.16853495376334	18.143562326829453
21.430453683157264	101.13342484646336	20.673885694624317
22.283718924422914	101.53634526191445	18.811563261149615
19.10378258317011	102.52051753402705	13.875438766156691
19.19868020328816	101.79917134514756	13.677496577126405
21.669994293803956	102.17383744251438	16.84200236558752
23.277228221363426	101.85926262302894	20.219422324922306
22.281763419576627	100.6429975465268	22.272777270698526
22.346040355732676	104.86369363374	11.844737125284041
19.811503005870257	99.48074105073557	21.019133259878146
21.481339875119954	100.35160292974876	25.33945278651896
21.440673217038903	101.21543296176401	26.73219930562462
22.573280208288104	101.34203256963731	29.749383307074453
20.768589817311078	101.21439054433665	23.313561129819902
22.897126102218778	102.61957741931684	34.27178042521683
21.123261748586135	100.33039637712616	33.293758211184866
22.434033833203877	101.08535414917175	25.22124273686586
18.878528882771345	101.8736193812034	35.4272051838426
21.915065785214537	101.38091905398599	26.526990179461336
21.7974203972532	101.09066449851225	25.040257937772594
22.10500064711165	101.85427228151156	26.055886118403407
23.026910553530723	102.52527880571687	25.974645651553885
21.759475654826137	101.50107243189908	25.06307609647172
18.379800348630468	102.23676849344723	17.9076359124617
21.599992814690765	101.48418768781612	15.73666180302132
21.687369466346524	101.84783180397251	21.000030890976205
29.537465047984963	111.77691457077314	19.575212466843027
21.731169738541556	101.492172080748	34.22839336884638
21.881836051759958	102.16287507888323	19.29082766701751
22.025803728054722	102.3605317833087	19.463826153330757
21.949048482257286	102.08593819664783	20.352927806598075
23.59063622657089	101.92604969490603	17.315005779534204
21.588987821825846	101.60782784078503	21.775196049342128
22.477274747117555	101.9676251535392	18.934808010481675
21.555844778292702	101.5860656939445	18.111727784210643
19.753810008208966	99.12906134647618	14.896893661926669
21.311980660304812	101.36906046148228	16.280771996893634
18.74885061945631	101.8126292720804	22.478408555152782
22.516843966169407	102.14363268419226	22.920265625908513
21.755131568284714	101.41045000908518	21.12488681510962
22.22621759743718	100.9150231794787	25.190352596050502
23.301001714562677	104.95363282887715	25.960488895838665
20.79283821591461	100.36190629437755	16.919627897832015
20.406284053708536	102.11162778449217	24.664066981251096
21.602863136033484	101.24420837819576	18.17397297396292
21.871999800221786	101.98152500760648	22.294083322111675
22.386135467602575	100.39730953658113	24.582519654640038
21.661713551229823	101.52533409227074	23.636629683270854
22.729199840939316	101.63191486910966	17.86170484749013
21.800358803970372	102.33722633699021	27.7267512111394
21.44308763951342	101.29045558532002	17.086067991569422
24.17695619641072	104.83251234965866	14.057036413373567
21.327258065265642	102.76797803654723	10.514716954485152
23.29905649578403	103.01602139141434	20.14606577649974
21.341545022031305	101.80039648426683	25.642132925371016
23.986565813282965	104.29505562188592	24.80478555176839
21.075423386630774	101.32765568978942	24.83733961512735
21.750258681591596	101.65283639658747	17.10915363365885
21.97301889636791	102.38505496390914	25.78344251635633
20.776765498154372	99.85330960945576	16.39003816520116
21.89945125953033	102.57447248609421	23.595584854137087
21.41935254482904	100.93125639134522	28.165191960025084
21.596777601268272	101.93591646382507	33.835144077909035
21.234198757381478	101.25329586672073	17.743301181670347
21.78792547711621	101.74222593913282	22.59896697610108
21.347821994750184	101.79739052989403	23.700368793423763
24.02963198307076	104.869608863803	17.00487732847472
22.192540564862462	102.13643829307259	28.11320711851596
21.869429882277526	102.45993805006835	25.20225611629627
21.95317560159363	102.47763575244382	16.005677958901686
22.27238492860983	102.07220292127337	22.002440250094736
22.125768570387425	102.0816885720173	23.297056133215136
18.35112901964773	100.07846773943064	24.99646494100415
23.335167157742518	103.28338372489976	16.862532878636245
22.263015500903446	101.90162191697635	24.296231176900847
22.54823734234637	101.56559136572191	18.728674903232616
22.009462796130347	101.95642087217234	22.68472574891581
19.67211309026549	104.55054452228589	18.339093403050754
22.658274437713217	101.2361195959902	22.883253555234347
21.704572727842603	101.77193310838243	20.478073089416654
20.66656223389505	101.65443547081277	13.90517985908565
21.72059562255548	101.80846650422593	17.54545706629503
21.734352112192244	102.31948024839323	11.678032096042557
22.16196976598432	102.41678299133874	15.453377163141141
23.416870822048704	103.39192606676399	16.401549771509536
22.009242542184428	102.08494244922765	14.174672884957374
21.796238094918696	103.17630720977633	32.33167875925409
23.078201339079897	107.06257116047146	27.25641296281944
22.387820114817938	101.22886597922006	19.63517994166358
22.363456230477684	101.8571057803465	30.28146371128105
20.930795863056353	102.94190064867297	21.16942497684576
21.854076407053878	101.99351482957039	17.344804319951777
22.59038153914625	104.01712491628022	17.632306709171445
24.05392214536485	102.24199849400112	22.642722939286557
21.718727855248638	101.69446537252998	23.86868512071686
21.774829732032547	101.8421749311813	28.314373245384132
22.73728957928096	103.76334472101196	15.862454811384083
20.23140400181123	102.82147685101485	21.052751591568295
21.96697733049107	101.37988501961672	19.327436314715754
21.658285208774274	101.14987471548629	26.142962888638976
23.204814618434405	102.60369090549078	18.998831347909828
22.358134591668808	101.8271630996311	18.380739930197024
23.930534990079853	101.81677040098917	22.463897549392897
21.82935968375013	101.83701815528661	17.03771991343899
23.94303698732262	102.97733676836083	17.492541426409872
23.15360369700911	102.67551303834226	25.47758132873045
21.632516080608074	101.8541825299438	27.88720618521444
21.972457903329303	101.79303261019662	17.133586823802915
23.631951061541116	102.4276137801792	21.220290647178587
21.175469672916375	100.20358310319199	15.379685083645569
24.26754894127025	102.85013438179055	35.85461591512626
22.820180851451205	101.21215023330117	26.043008172580812
22.311751441448482	103.29879863578515	18.776419989210893
20.662262237607777	100.48320515060004	16.811170819820035
22.0244113712692	101.80345952192548	16.375585452751437
22.367267994768255	102.2377113981956	23.411566617089022
23.418305818616897	101.73430301191291	16.76520758517242
21.690310724272077	101.34379355809068	16.596571140003107
22.239009565725944	101.90564284509651	25.35850725360234
23.045402689001186	100.62163259464063	26.010691975291962
22.310942707065543	102.4460254087704	20.087887151152017
21.68276413180744	101.59424794344064	27.97838591073841
21.214247293153313	101.38378965865785	15.855399184333464
21.552944956222003	101.94881606480462	21.11196627001982
19.685639414898098	103.4090181614554	16.912589683690072
22.33473575006159	101.60782326850185	23.129604329921108
21.589024619885834	101.30621572383656	18.99563473585573
24.371819248740675	102.56614565043301	19.955180919530306
21.718829003048544	101.63106199288032	22.0491733393865
21.548392018676296	101.62516429321671	19.783345326545742
21.444961273315624	101.53123013575421	26.903565575664658
18.568233233357866	102.69608942637664	22.042446511332543
21.587406117174176	101.5657679190751	19.07355388651399
21.901938275289574	101.39389844295901	36.043309969341976
21.891303540117477	101.62250249184645	21.80196565598885
21.483318326185607	101.2708666373526	24.35723538459257
21.526186473291613	101.25732550923276	25.177654194689126
22.274333378479255	102.7472583192739	35.50367691857201
23.432365716110205	103.23680730686357	37.5247238724977
21.654712778806374	101.46325355167879	19.26426262581768
22.43917012330456	102.63580758296739	14.465515811481538
21.772651237102306	101.45895399878776	16.056360905614184
22.33370453751055	102.00262821295351	12.1326315247845
22.082952546815058	102.84817747766483	21.117537771399185
20.159882340715246	102.12356002020748	20.61747699601949
