time	95%HPD_lower_value	95%HPD_higher_value
1995.10391712901	79.5940819884734	140.472101844566
1995.34608881616	79.5930786689072	140.471244380601
1995.5882605033	77.0526037343888	77.0526037343888
1995.83043219045	55.5690046726924	76.5015472834857
1996.0726038776	55.0124621102945	55.0124621102945
1996.31477556474	55.5035744510025	74.3825474232763
1996.55694725189	55.4977827917162	74.3740066889382
1996.79911893903	80.5197376020181	295.5109953203
1997.04129062618	79.0173466971517	294.295172436478
1997.28346231332	161.722354159178	298.157924698076
1997.52563400047	158.375820632065	167.710107322763
1997.76780568761	111.527865708641	182.329575489595
1998.00997737476	59.6544329060853	179.063705658191
1998.25214906191	41.2738636273837	178.047554098195
1998.49432074905	41.2789629820763	139.668780786429
1998.7364924362	42.105914248501	186.183306625123
1998.97866412334	42.0617318145816	187.320054750087
1999.22083581049	68.20289772697	195.7115267402
1999.46300749763	68.1898148472215	196.762104113555
1999.70517918478	23.3990077549879	255.778187147039
1999.94735087192	23.954893061972	275.09900438731
2000.18952255907	24.0924090612259	811.942726138567
2000.43169424622	24.2297748071039	1615.18085292611
2000.67386593336	49.3293571887333	1566.2801415697
2000.91603762051	39.6854284885178	1321.50344489575
2001.15820930765	39.7260532449755	870.558152145086
2001.4003809948	38.8477153980297	394.357973962973
2001.64255268194	40.7616617536644	409.043334554129
2001.88472436909	49.5650042914908	528.281412571662
2002.12689605624	49.9601189078904	592.336022602753
2002.36906774338	50.3608044483088	531.740383675826
2002.61123943053	49.293610850791	529.759520830765
2002.85341111767	49.8298932487055	473.647217157709
2003.09558280482	68.7022885122176	626.530067541755
2003.33775449196	68.376049662856	636.951367804685
2003.57992617911	67.1848785840807	873.761211663029
2003.82209786625	78.1820938833409	689.603495411547
2004.0642695534	83.6967979427285	614.010575879202
2004.30644124055	87.6673213919992	611.53766964216
2004.54861292769	88.167452793198	567.536104720701
2004.79078461484	87.102551449115	628.854281026905
2005.03295630198	85.0676934100612	616.577931060918
2005.27512798913	90.5559114345783	644.502362242212
2005.51729967627	98.5643295890569	671.431710082386
2005.75947136342	107.089758872214	713.955934810892
2006.00164305056	109.96256990233	621.606196387185
2006.24381473771	113.277358300212	689.67227994614
2006.48598642486	109.391201294137	606.641978977365
2006.728158112	117.008722978599	647.76690956216
2006.97032979915	110.379388739689	662.553914633325
2007.21250148629	114.038678446533	661.149131922068
2007.45467317344	116.450189262215	660.346175491587
2007.69684486058	119.828425757446	629.290201052852
2007.93901654773	109.875036598451	581.093489609255
2008.18118823488	117.327100532622	575.52414926418
2008.42335992202	124.876820036493	504.26635879117
2008.66553160917	118.835336938587	485.879844024176
2008.90770329631	115.435025912033	435.711672196986
2009.14987498346	117.311206656319	422.285257636475
2009.3920466706	119.688622125282	436.824053819164
2009.63421835775	115.884997397821	405.34993566888
2009.87639004489	106.748763697799	385.037999592913
2010.11856173204	110.757420126925	382.871165744838
2010.36073341919	101.962210532207	366.281570517179
2010.60290510633	99.7734538041624	368.419701805146
2010.84507679348	109.4127061892	373.61423384342
2011.08724848062	111.372174175083	367.225821363722
2011.32942016777	108.383418086543	360.594837929759
2011.57159185491	110.480082479276	343.159712311317
2011.81376354206	115.318936747872	321.958323334716
2012.0559352292	119.163801936931	329.226252659652
2012.29810691635	119.66882364984	336.255278356545
2012.5402786035	123.602835888755	340.143691383633
2012.78245029064	125.414078222656	339.066486344016
2013.02462197779	124.224627843522	340.851655245228
2013.26679366493	119.414709450029	329.2105293283
2013.50896535208	117.405985148537	356.729829787171
2013.75113703922	121.555749994459	357.390285280075
2013.99330872637	120.322881185415	365.432886870018
2014.23548041352	127.249175983175	408.139715034167
2014.47765210066	149.290160949291	432.564030080429
2014.71982378781	147.218045895152	388.60017041274
2014.96199547495	159.797504646157	418.505103040469
2015.2041671621	184.254529165136	568.993612319765
2015.44633884924	216.748890851122	590.947510035546
2015.68851053639	255.629984905223	683.543241320879
2015.93068222353	253.03395298759	701.750251049072
2016.17285391068	245.641067808748	666.721640414602
2016.41502559783	232.216356469783	676.592658218553
2016.65719728497	149.263737975364	396.477715925186
2016.89936897212	159.821171014327	447.023403987608
2017.14154065926	170.612657454198	489.704696111457
2017.38371234641	244.931759322679	598.096370142733
2017.62588403355	332.267203384974	974.099537780326
2017.8680557207	802.568463762533	2300.51127919936
2018.11022740784	820.227848750572	2183.18403550252
2018.35239909499	824.210466440804	2166.28033747401
2018.59457078214	859.588777535447	2312.96675717179
2018.83674246928	544.721095529954	1896.29605803119
2019.07891415643	421.485620433457	1837.01015484868
