time	95%HPD_lower_value	95%HPD_higher_value
1790.9699401763	NA	NA
1793.20139806397	NA	NA
1795.43285595165	NA	NA
1797.66431383932	NA	NA
1799.895771727	NA	NA
1802.12722961467	NA	NA
1804.35868750235	NA	NA
1806.59014539003	NA	NA
1808.8216032777	0.79317048022677	0.79317048022677
1811.05306116538	NA	NA
1813.28451905305	NA	NA
1815.51597694073	2.36956316829296	2.36956316829296
1817.7474348284	NA	NA
1819.97889271608	3.22629711067837	3.22629711067837
1822.21035060375	3.32963452166208	3.32963452166208
1824.44180849143	NA	NA
1826.6732663791	1.22332384814117	1.22332384814117
1828.90472426678	NA	NA
1831.13618215445	1.3083692502338	3.60171641673179
1833.36764004213	3.99738353363911	3.99738353363911
1835.59909792981	3.14670223697532	3.14670223697532
1837.83055581748	1.40765855344885	1.40765855344885
1840.06201370516	NA	NA
1842.29347159283	NA	NA
1844.52492948051	3.57758693834483	3.57758693834483
1846.75638736818	3.9769084275999	9.88744278188655
1848.98784525586	1.82725218726585	3.76115849591626
1851.21930314353	2.61219281582095	9.13284725841216
1853.45076103121	6.89228467526106	6.89228467526106
1855.68221891888	3.98457694750437	7.99407810488623
1857.91367680656	2.50097351072057	6.38423774368891
1860.14513469424	1.72541010273322	16.8901370741486
1862.37659258191	1.91928546297854	8.31637008389056
1864.60805046959	4.32250183568036	21.6383864130596
1866.83950835726	3.84818704673904	14.3040362581866
1869.07096624494	2.70761978863291	8.19558403786464
1871.30242413261	1.62229396848723	13.9356224909523
1873.53388202029	1.34755508454073	15.4594124583135
1875.76533990796	3.29679366825667	7.43127768155674
1877.99679779564	3.67883275983755	59.3259483722142
1880.22825568331	3.28217475797996	9.28441625526649
1882.45971357099	1.2183497405998	18.3269096384965
1884.69117145866	2.74047263258553	11.1051851471136
1886.92262934634	6.06597822121068	19.124610076058
1889.15408723402	2.81524107975153	27.8087249161805
1891.38554512169	3.02260246353135	27.0405876000498
1893.61700300937	1.84332860179398	10.3378631866625
1895.84846089704	4.65897872227345	25.2604391431866
1898.07991878472	5.5948565497997	17.9925216404087
1900.31137667239	3.52567179675622	18.6583030315756
1902.54283456007	1.31971342567417	11.3877735034642
1904.77429244774	8.28533552990398	10.9732791977727
1907.00575033542	5.03836229160303	14.1110013181703
1909.23720822309	3.44167032428821	30.0287134843963
1911.46866611077	4.08291165807506	23.9808418999052
1913.70012399844	4.4525839891262	35.0264736382593
1915.93158188612	2.88336454869998	47.9217684147391
1918.1630397738	5.16010589523455	24.6008544455907
1920.39449766147	2.50315515743029	23.7939108425904
1922.62595554915	2.23258474648526	16.7064402613958
1924.85741343682	5.36596394370278	29.0903107771784
1927.0888713245	6.49436091933661	52.2202031360176
1929.32032921217	2.89326592752911	17.47560563742
1931.55178709985	1.30073118779366	26.5110060325602
1933.78324498752	2.80681272873499	20.383823522657
1936.0147028752	2.44775302183932	16.9483385609532
1938.24616076287	1.34332684309925	28.1243818980416
1940.47761865055	1.471185425852	24.0178084410109
1942.70907653822	1.65045670922164	31.8099826299185
1944.9405344259	1.41822698010915	23.1558708321266
1947.17199231358	1.6902759450181	42.2900336648861
1949.40345020125	1.90596656659861	33.9552801393024
1951.63490808893	2.62569717384879	42.0592504113238
1953.8663659766	2.26194905276424	42.2276756408008
1956.09782386428	1.83387458408513	55.7440991497401
1958.32928175195	1.49800063106354	58.8263576699717
1960.56073963963	1.81680725579783	34.7371328480956
1962.7921975273	1.28703787197878	43.2698383001535
1965.02365541498	1.90139568502973	45.9480506404927
1967.25511330265	1.67860364214449	26.7567476099382
1969.48657119033	1.37309110572344	18.4350551939024
1971.718029078	1.93596544132602	18.5281543219869
1973.94948696568	2.82998353776312	21.5884422502436
1976.18094485336	1.93784578017687	35.6074126797421
1978.41240274103	4.05069272218469	27.2158159532949
1980.64386062871	3.3946880079395	31.8190273765315
1982.87531851638	3.63544731443865	32.9417130210324
1985.10677640406	3.16216984927806	25.5633785522243
1987.33823429173	3.73578119990683	35.1265480646216
1989.56969217941	3.37617162034746	32.9920401325412
1991.80115006708	1.9986524461702	30.7508095312106
1994.03260795476	2.33265212769312	27.2175768507491
1996.26406584243	3.66204056549491	36.4680151621262
1998.49552373011	8.04471039039385	54.9255236812898
2000.72698161779	9.15891071313792	43.1810472544043
2002.95843950546	9.88240206701002	43.6433984927365
2005.18989739314	8.56648037957031	34.2755720223524
2007.42135528081	11.9718926032113	39.4273211914845
2009.65281316849	9.63841285913224	26.1526253727257
2011.88427105616	14.1084062497417	29.9656946300738
