time	95%HPD_lower_value	95%HPD_higher_value
1789.85421123246	NA	NA
1792.08566912014	0	0
1794.31712700781	0	1.03201563718473
1796.54858489549	0	2.29943566316675
1798.78004278316	0	7.33432437501969
1801.01150067084	0	13.7387124453681
1803.24295855851	0	18.8334961936196
1805.47441644619	0	23.9526600707694
1807.70587433386	0	30.057398532729
1809.93733222154	0	36.9057595061004
1812.16879010921	0	43.7877363221956
1814.40024799689	0	49.7119241376883
1816.63170588456	0	55.3058267829611
1818.86316377224	0	64.4314544884566
1821.09462165992	0	71.3119483439532
1823.32607954759	0	78.1920653780845
1825.55753743527	0	85.0718031566046
1827.78899532294	0	92.7060641610371
1830.02045321062	0	100.366933614928
1832.25191109829	0	108.0267547545
1834.48336898597	0	115.685525869113
1836.71482687364	0	123.34324524667
1838.94628476132	0	130.999911173585
1841.17774264899	0	138.655521934968
1843.40920053667	0	146.31007581425
1845.64065842435	0	153.963571093576
1847.87211631202	0	161.616006053521
1850.1035741997	0	169.267378973197
1852.33503208737	0	177.23289644328
1854.56648997505	0	196.373256563358
1856.79794786272	0	203.670882677859
1859.0294057504	0	217.34533551693
1861.26086363807	0	222.67873176341
1863.49232152575	0	245.646207140476
1865.72377941342	0	314.478147095715
1867.9552373011	0	325.980965611627
1870.18669518877	0	367.579570756763
1872.41815307645	0	455.65247690177
1874.64961096413	0	526.465055826478
1876.8810688518	0	561.759783753153
1879.11252673948	0	568.413887069883
1881.34398462715	0	584.304772814626
1883.57544251483	0.33515560714129	647.093863502765
1885.8069004025	20.76298428422	681.5500844105
1888.03835829018	26.6576666754535	737.911503567537
1890.26981617785	34.9325743258838	780.94719221787
1892.50127406553	50.5696042124892	804.069075428628
1894.7327319532	54.6604232031167	807.253671797823
1896.96418984088	61.7044607204095	810.979050154254
1899.19564772855	75.8768858526983	815.230435816796
1901.42710561623	80.4442547306552	819.991709904362
1903.65856350391	88.9984941633958	831.919829477313
1905.89002139158	110.540012943068	879.072454918022
1908.12147927926	137.559364298942	886.058785807354
1910.35293716693	166.252771221396	893.481927205412
1912.58439505461	194.424373959874	907.858652502876
1914.81585294228	232.631062943045	920.964416063072
1917.04731082996	270.110655120318	928.653602673827
1919.27876871763	306.109870559485	936.702815464798
1921.51022660531	341.722433541132	955.921982501129
1923.74168449298	379.500333757282	978.919166525888
1925.97314238066	417.330178791304	1007.592087901
1928.20460026833	455.194216309094	1039.32945923369
1930.43605815601	492.622062060621	1087.97883348672
1932.66751604369	530.047374839777	1133.70263719448
1934.89897393136	567.480944379679	1158.29820073602
1937.13043181904	622.141769959087	1206.41541743272
1939.36188970671	657.868478992518	1235.4623816539
1941.59334759439	689.980374535339	1269.14372595595
1943.82480548206	709.719202125651	1307.14568839446
1946.05626336974	733.073484241175	1328.43081431899
1948.28772125741	760.89088555938	1363.57794035222
1950.51917914509	790.099136560153	1396.25228169805
1952.75063703276	819.307406587145	1419.3965656589
1954.98209492044	848.179029916469	1430.30146937395
1957.21355280812	859.714481535188	1446.07571320415
1959.44501069579	874.139954071382	1466.41137313168
1961.67646858347	879.643270522862	1488.25111786669
1963.90792647114	885.35200284821	1512.98382163234
1966.13938435882	899.73631010419	1522.19773628724
1968.37084224649	930.26998391321	1531.40647206564
1970.60230013417	936.298547644589	1540.6529898258
1972.83375802184	940.304972570129	1550.81928472995
1975.06521590952	946.919445477013	1560.97953039552
1977.29667379719	961.601887723843	1571.13362620842
1979.52813168487	969.347051113888	1581.28147504772
1981.75958957254	969.390551819824	1591.42298307012
1983.99104746022	982.400683246705	1595.32067149032
1986.2225053479	1044.35271935602	1605.77757195149
1988.45396323557	1058.08973596027	1605.77757195149
1990.68542112325	1058.41966981983	1605.77757195149
1992.91687901092	1058.41966981983	1605.77757195149
1995.1483368986	1058.41966981983	1605.77757195149
1997.37979478627	1058.41966981983	1605.77757195149
1999.61125267395	1058.41966981983	1605.77757195149
2001.84271056162	1062.08407076392	1617.67744721319
2004.0741684493	1062.72426292281	1642.37020401701
2006.30562633697	1072.19926399018	1655.67787455131
2008.53708422465	1085.17752346756	1655.67787455131
2010.76854211232	1105.05110094944	1655.67787455131
2013	1105.05110094944	1655.67787455131
