node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,host,startClade,endClade
39,40,0.01208425093,112.111424351145,25.6480371367926,111.605208535962,24.5024998094996,0.01208425093,0,2022.77798611838,2022.79007036931,NA,NA,main,main
40,45,0.004865289754,111.605208535962,24.5024998094996,110.63166619503,23.6776894479718,0.016949540684,0.01208425093,2022.79007036931,2022.79493565907,NA,NA,main,main
45,46,0.01680443035,110.63166619503,23.6776894479718,104.459266179062,17.1864129217679,0.033753971034,0.016949540684,2022.79493565907,2022.81174008942,NA,NA,main,main
45,66,0.01728069497,110.63166619503,23.6776894479718,112.552049458002,24.8558754742831,0.034230235654,0.016949540684,2022.79493565907,2022.81221635404,NA,NA,main,main
66,68,0.003326805642,112.552049458002,24.8558754742831,111.657374991449,26.1129980414101,0.037557041296,0.034230235654,2022.81221635404,2022.81554315968,NA,NA,main,main
46,47,0.008044387013,104.459266179062,17.1864129217679,103.502624366979,17.09928025307,0.041798358047,0.033753971034,2022.81174008942,2022.81978447643,NA,NA,main,main
68,69,0.009586465059,111.657374991449,26.1129980414101,112.666714120331,26.9823734238816,0.047143506355,0.037557041296,2022.81554315968,2022.82512962474,NA,NA,main,main
39,73,0.04823474043,112.111424351145,25.6480371367926,139.365841038308,36.6068262603518,0.04823474043,0,2022.77798611838,2022.82622085881,NA,NA,main,main
69,70,0.001790715124,112.666714120331,26.9823734238816,112.228207522791,27.1199735419783,0.048934221479,0.047143506355,2022.82512962474,2022.82692033986,NA,NA,main,main
47,48,0.008091121434,103.502624366979,17.09928025307,102.965170293055,18.6746907894745,0.049889479481,0.041798358047,2022.81978447643,2022.82787559786,NA,NA,main,main
66,67,0.0171399301,112.552049458002,24.8558754742831,114.747875167658,24.5573955269098,0.051370165754,0.034230235654,2022.81221635404,2022.82935628414,NA,NA,main,main
73,74,0.003843317997,139.365841038308,36.6068262603518,139.319878890868,36.6436844751855,0.052078058427,0.04823474043,2022.82622085881,2022.83006417681,NA,NA,main,main
48,49,0.00339390296,102.965170293055,18.6746907894745,102.114357378957,19.9834479503334,0.053283382441,0.049889479481,2022.82787559786,2022.83126950082,NA,NA,main,main
49,50,0.0003270885603,102.114357378957,19.9834479503334,102.039167632678,19.454641042067,0.0536104710013,0.053283382441,2022.83126950082,2022.83159658938,NA,NA,main,main
73,75,0.005762744657,139.365841038308,36.6068262603518,139.545677481591,36.5167760339873,0.053997485087,0.04823474043,2022.82622085881,2022.83198360347,NA,NA,main,main
49,57,0.001569167566,102.114357378957,19.9834479503334,101.860176039036,21.6561841218098,0.054852550007,0.053283382441,2022.83126950082,2022.83283866839,NA,NA,main,main
57,58,8.639303174e-05,101.860176039036,21.6561841218098,101.750828447515,22.5493194674218,0.05493894303874,0.054852550007,2022.83283866839,2022.83292506142,NA,NA,main,main
50,51,0.001955620397,102.039167632678,19.454641042067,102.191619276031,18.9359447707638,0.0555660913983,0.0536104710013,2022.83159658938,2022.83355220978,NA,NA,main,main
69,72,0.008767630768,112.666714120331,26.9823734238816,122.094162131402,29.8703323426216,0.055911137123,0.047143506355,2022.82512962474,2022.8338972555,NA,NA,main,main
51,52,0.0007372561722,102.191619276031,18.9359447707638,102.120422281008,18.9853841905462,0.0563033475705,0.0555660913983,2022.83355220978,2022.83428946595,NA,NA,main,main
52,53,0.001762939404,102.120422281008,18.9853841905462,101.920984401757,19.6409534399173,0.0580662869745,0.0563033475705,2022.83428946595,2022.83605240536,NA,NA,main,main
53,54,0.000897523927,101.920984401757,19.6409534399173,101.783276789292,19.9107433910193,0.0589638109015,0.0580662869745,2022.83605240536,2022.83694992928,NA,NA,main,main
46,61,0.02577266941,104.459266179062,17.1864129217679,106.488572779328,15.518140388753,0.059526640444,0.033753971034,2022.81174008942,2022.83751275883,NA,NA,main,main
54,55,0.001619199053,101.783276789292,19.9107433910193,101.495878108707,21.2242154641843,0.0605830099545,0.0589638109015,2022.83694992928,2022.83856912834,NA,NA,main,main
58,59,0.005730230474,101.750828447515,22.5493194674218,101.736351107424,23.0165402587789,0.06066917351274,0.05493894303874,2022.83292506142,2022.83865529189,NA,NA,main,main
51,56,0.005145677399,102.191619276031,18.9359447707638,102.144275776476,18.7359200958259,0.0607117687973,0.0555660913983,2022.83355220978,2022.83869788718,NA,NA,main,main
59,60,0.0004626872758,101.736351107424,23.0165402587789,101.729488710754,23.1231704620335,0.06113186078854,0.06066917351274,2022.83865529189,2022.83911797917,NA,NA,main,main
70,71,0.01323648641,112.228207522791,27.1199735419783,112.159122184068,27.2718510615332,0.062170707889,0.048934221479,2022.82692033986,2022.84015682627,NA,NA,main,main
61,65,0.003148324628,106.488572779328,15.518140388753,106.319331570479,13.848991545869,0.062674965072,0.059526640444,2022.83751275883,2022.84066108345,NA,NA,main,main
61,62,0.003294019029,106.488572779328,15.518140388753,106.764348769599,16.5570058423059,0.062820659473,0.059526640444,2022.83751275883,2022.84080677786,NA,NA,main,main
62,64,9.799195599e-05,106.764348769599,16.5570058423059,106.712376858903,16.6103657911527,0.06291865142899,0.062820659473,2022.84080677786,2022.84090476981,NA,NA,main,main
62,63,0.0002657629543,106.764348769599,16.5570058423059,106.90885194366,16.5972697480127,0.0630864224273,0.062820659473,2022.84080677786,2022.84107254081,NA,NA,main,main
71,30,0.0009390641316,112.159122184068,27.2718510615332,112.173774656851,27.2889233164108,0.0631097720206,0.062170707889,2022.84015682627,2022.8410958904,SC2_OK017804.1,Rhinolophus pusillus,main,main
