node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
31,32,11.307022548695,113.577681143827,24.4416065394634,112.481173339097,23.7944893423659,89.326820093988,78.019797545293,1954.0007544154,1965.30777696409,NA,main,main
32,33,7.70855755509417,112.481173339097,23.7944893423659,104.305890822417,17.9599076397521,97.0353776490822,89.326820093988,1965.30777696409,1973.01633451919,NA,main,main
33,34,8.64673925970207,104.305890822417,17.9599076397521,104.328227406221,18.127800943928,105.682116908784,97.0353776490822,1973.01633451919,1981.66307377889,NA,main,main
34,35,10.001261593071,104.328227406221,18.127800943928,101.343255348859,20.8023014330833,115.683378501855,105.682116908784,1981.66307377889,1991.66433537196,NA,main,main
31,44,40.4679049232743,113.577681143827,24.4416065394634,113.443752443832,25.9705044217215,118.487702468567,78.019797545293,1954.0007544154,1994.46865933867,NA,main,main
35,36,4.00455264340384,101.343255348859,20.8023014330833,101.306786060046,20.8302488594058,119.687931145259,115.683378501855,1991.66433537196,1995.66888801536,NA,main,main
36,37,2.67844012502795,101.306786060046,20.8302488594058,101.361940991096,20.8224946543659,122.366371270287,119.687931145259,1995.66888801536,1998.34732814039,NA,main,main
44,46,6.78437748251772,113.443752443832,25.9705044217215,113.178667432423,25.2434202918639,125.272079951085,118.487702468567,1994.46865933867,2001.25303682119,NA,main,main
46,47,2.96301755022174,113.178667432423,25.2434202918639,113.504336287322,25.1955235850047,128.235097501307,125.272079951085,2001.25303682119,2004.21605437141,NA,main,main
37,38,7.35213227474902,101.361940991096,20.8224946543659,101.808571843759,19.2375094307451,129.718503545036,122.366371270287,1998.34732814039,2005.69946041514,NA,main,main
37,42,8.09839732102592,101.361940991096,20.8224946543659,101.203253422494,21.2023721634485,130.464768591313,122.366371270287,1998.34732814039,2006.44572546142,NA,main,main
38,39,2.3104071003064,101.808571843759,19.2375094307451,102.0307789852,18.6023053669401,132.028910645342,129.718503545036,2005.69946041514,2008.00986751545,NA,main,main
44,45,13.5695148154336,113.443752443832,25.9705044217215,121.794915310908,30.336712290529,132.057217284001,118.487702468567,1994.46865933867,2008.03817415411,NA,main,main
34,43,28.9235056488212,104.328227406221,18.127800943928,106.311480808554,13.8223208898072,134.605622557605,105.682116908784,1981.66307377889,2010.58657942771,NA,main,main
39,40,2.73398929405887,102.0307789852,18.6023053669401,101.967565915002,18.5590760290053,134.762899939401,132.028910645342,2008.00986751545,2010.74385680951,NA,main,main
43,7,0.380543859961479,106.311480808554,13.8223208898072,106.34305423386,13.8159016516666,134.986166417567,134.605622557605,2010.58657942771,2010.96712328767,SC2_EPI_ISL_852604,main,main
43,14,0.380543859961479,106.311480808554,13.8223208898072,106.31640056824,13.863602857683,134.986166417567,134.605622557605,2010.58657942771,2010.96712328767,SC2_EPI_ISL_852605,main,main
47,48,8.11238646564448,113.504336287322,25.1955235850047,103.929375068381,22.748887014861,136.347483966951,128.235097501307,2004.21605437141,2012.32844083706,NA,main,main
36,24,17.9283722586094,101.306786060046,20.8302488594058,101.50974839647,23.1983881509998,137.616303403868,119.687931145259,1995.66888801536,2013.59726027397,SC2_MN996532.2,main,main
45,16,7.49607242123744,121.794915310908,30.336712290529,122.022406790909,30.0481112781173,139.553289705238,132.057217284001,2008.03817415411,2015.53424657534,SC2_MG772934.1,main,main
45,21,9.08511351712769,121.794915310908,30.336712290529,122.20216582993,29.9714019250883,141.142330801129,132.057217284001,2008.03817415411,2017.12328767123,SC2_MG772933.1,main,main
40,41,7.47430109490296,101.967565915002,18.5590760290053,102.081420225846,18.6861419653063,142.237201034304,134.762899939401,2010.74385680951,2018.21815790441,NA,main,main
48,23,6.29073724513635,103.929375068381,22.748887014861,104.134451008319,23.1586307040044,142.638221212088,136.347483966951,2012.32844083706,2018.61917808219,SC2_MW703458.1,main,main
42,13,13.072082757761,101.203253422494,21.2023721634485,101.582642851821,21.2841507372147,143.536851349074,130.464768591313,2006.44572546142,2019.51780821918,SC2_EPI_ISL_412977,main,main
42,19,13.9888055663545,101.203253422494,21.2023721634485,101.326894584561,21.3094386309978,144.453574157667,130.464768591313,2006.44572546142,2020.43453102777,SC2_MZ081381.1,main,main
33,18,47.4865025195141,104.305890822417,17.9599076397521,101.033770658792,13.8577001281106,144.521880168596,97.0353776490822,1973.01633451919,2020.5028370387,SC2_MW251308.1,main,main
38,11,14.8470924705547,101.808571843759,19.2375094307451,102.005734151498,18.4306680648658,144.565596015591,129.718503545036,2005.69946041514,2020.54655288569,SC2_MZ937000.1,main,main
40,27,9.80816055706388,101.967565915002,18.5590760290053,102.381406022764,18.6064943055341,144.571060496465,134.762899939401,2010.74385680951,2020.55201736657,SC2_MZ937001.1,main,main
41,15,2.33385946216092,102.081420225846,18.6861419653063,102.366802073868,18.5821491250267,144.571060496465,142.237201034304,2018.21815790441,2020.55201736657,SC2_MZ937002.1,main,main
39,12,12.5503465724341,102.0307789852,18.6023053669401,102.030675404458,18.5833057293786,144.579257217777,132.028910645342,2008.00986751545,2020.56021408788,SC2_MZ937003.1,main,main
41,5,2.3420561834723,102.081420225846,18.6861419653063,101.947404510065,18.6129462974605,144.579257217777,142.237201034304,2018.21815790441,2020.56021408788,SC2_MZ937004.1,main,main
47,49,16.7365731348247,113.504336287322,25.1955235850047,112.292773230573,25.9624169599465,144.971670636131,128.235097501307,2004.21605437141,2020.95262750624,NA,main,main
49,20,0.170660164997146,112.292773230573,25.9624169599465,112.399929643951,26.0611037630735,145.142330801129,144.971670636131,2020.95262750624,2021.12328767123,SC2_OK017804.1,main,main
49,9,0.170660164997146,112.292773230573,25.9624169599465,112.375057669862,25.9849132062378,145.142330801129,144.971670636131,2020.95262750624,2021.12328767123,SC2_OK017803.1,main,main
46,4,19.9469631788107,113.178667432423,25.2434202918639,113.084305862551,25.4942916650152,145.219043129896,125.272079951085,2001.25303682119,2021.2,SC2_OK017805.1,main,main
48,1,8.95649066979397,103.929375068381,22.748887014861,104.217325276708,23.0963192039768,145.303974636745,136.347483966951,2012.32844083706,2021.28493150685,SC2_OK017806.1,main,main
