node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startClade,endClade
32,33,4.791552517,101.458012371526,21.7645143795987,101.34314532116,22.053327365589,37985.761911667,37980.97035915,1971.15143782265,1975.94299033966,NA,main,main
33,34,11.63297187,101.34314532116,22.053327365589,112.3010835755,26.8659506287185,37997.394883537,37985.761911667,1975.94299033966,1987.57596220966,NA,main,main
34,35,15.32336382,112.3010835755,26.8659506287185,113.981260903501,26.9965641677204,38012.718247357,37997.394883537,1987.57596220966,2002.89932602965,NA,main,main
35,37,2.7535905,113.981260903501,26.9965641677204,114.083938316814,26.8463113142364,38015.471837857,38012.718247357,2002.89932602965,2005.65291652966,NA,main,main
38,39,21.99280685,101.156853087793,20.0615325076281,101.0994753573,20.2857696881558,38024.29193985,38002.299133,1992.48021167265,2014.47301852265,NA,main,main
51,52,46.0142914,102.131203620147,18.3237462157221,102.050876959263,18.4486534585698,38027.29079535,37981.27650395,1971.45758262265,2017.47187402265,NA,main,main
39,40,5.550728864,101.0994753573,20.2857696881558,102.178531775563,18.9402308033396,38029.842668714,38024.29193985,2014.47301852265,2020.02374738666,NA,main,main
35,36,17.5145424,113.981260903501,26.9965641677204,112.475082525121,27.1404019798938,38030.232789757,38012.718247357,2002.89932602965,2020.41386842965,NA,main,main
52,53,3.102908921,102.050876959263,18.4486534585698,102.161461177116,18.5484550614046,38030.393704271,38027.29079535,2017.47187402265,2020.57478294366,NA,main,main
48,20,0.8140642339,106.491985254429,13.8294441174944,106.468028832594,13.8418216680597,38030.8162969339,38030.0022327,2020.18331137265,2020.99737560655,SC2_EPI_ISL_852604,main,main
48,21,0.8140642339,106.491985254429,13.8294441174944,106.267325192494,13.8261002448731,38030.8162969339,38030.0022327,2020.18331137265,2020.99737560655,SC2_EPI_ISL_852605,main,main
53,26,0.4225927139,102.161461177116,18.5484550614046,102.244024562541,18.6141226519676,38030.8162969849,38030.393704271,2020.57478294366,2020.99737565755,SC2_MZ937001.1,main,main
53,25,0.4225927139,102.161461177116,18.5484550614046,102.086143332657,18.5991354900795,38030.8162969849,38030.393704271,2020.57478294366,2020.99737565755,SC2_MZ937003.1,main,main
52,24,3.525501635,102.050876959263,18.4486534585698,101.945753520812,18.4245421626242,38030.816296985,38027.29079535,2017.47187402265,2020.99737565766,SC2_MZ937000.1,main,main
33,8,45.0543931,101.34314532116,22.053327365589,102.300330290853,22.6296752908724,38030.816304767,37985.761911667,1975.94299033966,2020.99738343966,SC2_MW703458.1,main,main
37,4,15.34446691,114.083938316814,26.8463113142364,121.995629067745,30.1946576037641,38030.816304767,38015.471837857,2005.65291652966,2020.99738343966,SC2_MG772934.1,main,main
37,3,15.34446691,114.083938316814,26.8463113142364,113.859153870745,26.9557963623953,38030.816304767,38015.471837857,2005.65291652966,2020.99738343966,SC2_OK017805.1,main,main
36,5,0.5835150128,112.475082525121,27.1404019798938,113.250993592176,27.9896370817013,38030.8163047698,38030.232789757,2020.41386842965,2020.99738344246,SC2_OK017804.1,main,main
36,6,0.5835150128,112.475082525121,27.1404019798938,111.914926427218,28.4933967124772,38030.8163047698,38030.232789757,2020.41386842965,2020.99738344246,SC2_OK017803.1,main,main
32,1,49.84594562,101.458012371526,21.7645143795987,101.555333636725,21.4393170482646,38030.81630477,37980.97035915,1971.15143782265,2020.99738344265,SC2_MZ081381.1,main,main
34,7,33.42142124,112.3010835755,26.8659506287185,122.262342879347,29.825851230054,38030.816304777,37997.394883537,1987.57596220966,2020.99738344965,SC2_MG772933.1,main,main
38,13,28.51717246,101.156853087793,20.0615325076281,101.037518693634,13.4517168715939,38030.81630546,38002.299133,1992.48021167265,2020.99738413265,SC2_MW251308.1,main,main
40,10,0.9736367468,102.178531775563,18.9402308033396,102.341617121979,18.8004812917218,38030.8163054608,38029.842668714,2020.02374738666,2020.99738413345,SC2_MZ937002.1,main,main
40,11,0.9736367468,102.178531775563,18.9402308033396,102.220956693,18.9048792002663,38030.8163054608,38029.842668714,2020.02374738666,2020.99738413345,SC2_MZ937004.1,main,main
39,12,6.524365611,101.0994753573,20.2857696881558,101.51460910303,21.5578242450219,38030.816305461,38024.29193985,2014.47301852265,2020.99738413366,SC2_EPI_ISL_412977,main,main
